age,id,length_min,title,uuid,violence_rating,violence_text
8,5764711,80,Monster Island,d0c179c7-f73d-4d32-8e46-fd85203a8955,4.0,"Frequent cartoon violence, with spooky settings, eerie music, lightning/thunder, and maniacal villains. Hand-to-hand combat, falls, bullying, crashes, explosions, fire, chases, electric shocks. Grandmother shot with ray gun, then held captive. Heroes are knocked unconscious; they recover. (Spoiler alert: leading character's mother is killed in an explosion and fire.)"
15,5764201,140,Foo Fighters: Back and Forth,ebab67ed-2eae-4524-b8ee-4467a363d694,1.0,"Brief shot of an onstage fight between Foo Fighter Pat Smear with bouncers during a show he played with his old band, The Germs. Talk of and reportage of the suicide of Kurt Cobain."
5,5766556,67,The Amazing Adventure of Marchello the Cat,7a190e43-2aa4-4533-a12c-b59bafa96e64,1.0,"A ""catnapping"" skateboarder is seeking stray cats and grabs Marchello off the street because he isn't wearing a collar. A cat shows Marchello how to stay safe outside and set boundaries for dogs. She slaps a barking dog to show him how it's done. The sad underlying story is that Pinky has been abandoned by her owner."
17,5764311,95,American Pie Presents: Band Camp,2115eaa7-fb1e-4627-817e-ba2c6050fa38,1.0,Male character hit in groin area with a baton. Character tied to a tree with tape and gets toothpaste sprayed up his nose. Character gets beanie glued to his head.
17,5764746,119,The Snowman,df09fc77-f1c6-4cd6-92e3-365d77c4473e,5.0,"Bloody, gory victims. Headless bodies. Severed heads. Severed limbs. Blood puddles. Slapping, fighting. A man shoves a boy. Suggestion of possible rape. A special weapon that uses wires to cut through flesh and bone. A woman drives her car off the road and sinks into an icy lake. Guns are fired. Gory crime scene photos. Chicken's head is cut off, with blood dribble. Injecting with needles. Choking. A man pulls down a woman's dress against her will, and another man admires her bare breasts and photographs her."
14,5764846,93,Pitch Perfect 3,39eaa719-5304-4033-86cd-98802ce2fc6c,2.0,"The Bellas accidentally cause a fire and general mayhem in a hotel suite (lots of people fall over, shatter windows, etc.). The Bellas are taken hostage and held by armed henchmen. A big martial arts-style fight involves a couple of weapons but mostly just arms and legs. A character causes an explosion on a boat."
14,5764806,98,Daddy's Home 2,88fd39d1-01e1-4444-aba9-317469f75027,3.0,"Pratfalls and destruction are played for laughs, but some are truly horrible-looking accidents that, in real life, would leave people with broken limbs, serious head injuries, or perhaps even dead: Characters fall from great distances, a chainsaw flies through the air and almost lands on a man's neck, kids on swings kick a man very hard in the face, and an elderly character is lost and lies in the snow for hours. A comic set piece involves a young girl who shoots a holiday turkey with a rifle (we don't see it happen) and also accidentally shoots her grandpa in the shoulder. Joke about ""dead hookers"" (it's cut off before the end)."
14,5764766,101,Boo 2! A Madea Halloween,244c16d1-7095-450f-9560-54ba18ab1d79,3.0,"Scary chainsaw-wielding men and bloody-faced twins terrorize a Halloween party. It's presumed that people are being hurt or even killed, but the camera cuts away, so you only hear screams. Characters fall as they attempt to run away. Spoiler: It turns out that while people were terrified, no one was actually hurt."
13,5764736,133,Only the Brave,cc33fd38-be1a-47fa-aaf0-323bc454e0bd,3.0,"Two brief tussles. A snake bite. Most of the physical peril comes in the form of danger from intense, fast-moving fires. But the filmmakers chose not to show the worst outcomes (i.e., deaths) on-screen."
16,5764351,141,Mr. Nobody,c78dc8b4-f1ea-434f-88d4-36a8feb1591c,2.0,"A man reviews the different paths his life might have taken; in one scene, he's killed when he loses control of his car and drives off a cliff. In another, he's a teenager who crashes his motorcycle and is shown bandaged and injured in a hospital bed. In a scene while still an angry teenager, he's sprawled on the living room floor, seemingly dead of an apparent suicide; the blood is actually ketchup. A truck carrying flammable contents explodes in front of the lead character and his wife."
8,5767101,87,Cupid's Proxy,dce5d1ae-d984-4fbb-a549-f273d7356d59,1.0,Characters talk about the fact that Justin's father was a firefighter who was killed while saving someone from a car fire. Justin misses his dad.
17,5764271,115,Demolition Man,7257820d-60ee-4261-9d70-7231bb8f2b31,5.0,"Extremely violent. Fights with guns, knives, fists, feet. Amid the smoldering ruins of South-Central Los Angeles, a building is destroyed by a psychopathic criminal's explosives; it's implied that 30 hostages are killed as a result. A prison warden has his eye removed by the antagonist. Car chases."
10,5767681,76,Man in Red Bandana,b3f9711f-943f-4196-b54c-af85553d6381,3.0,Real-life news footage of the 9/11 attacks. Photos of injured people. Bloody wounds. Crowther doesn't make it out of the building.
16,5767126,111,American Assassin,84fcc97d-c3f2-4d83-ba0a-e1e2a12e32d3,4.0,"Lots of guns and shooting. Blood spurts, dead bodies. Martial arts and hand-to-hand fighting. Stabbing/slicing with knives. A scene of torture: a man's arm is in a vise, his fingernails pulled off. Nuclear explosion."
10,5767051,110,Napping Princess,317a8a80-0621-495e-9c09-b849be56bb39,2.0,"A woman dies in an accident; in a fantasy world, she dies plunging to her death. Robotic creatures battle each other; a man nearly dies defending his kingdom. Authorities pursue someone."
6,5769026,78,Ghost of the Mountains,191fe5cd-78ee-4e64-b786-1f71169a4c80,2.0,"Snow leopards try to stalk prey but fail. Eventually an off-camera kill provides a meal for a mother and her cubs, and a downed carcass is seen. Vultures, hawks, and other predators threaten the safety of a lone cub."
15,5768376,102,Oklahoma City,6a7593ae-4ed8-456b-87e7-d6b9d703f5c2,4.0,"McVeigh had no qualms about killing innocent people, declaring in a recording that the federal government would only pay attention if there was a high ""body count."" He killed 168 people, 19 of them children, and injured 600. Bloodied survivors and bodies are briefly seen as they are taken from the rubble of the destroyed building. Well-armed Branch Davidian leader David Koresh and scores of his followers and children burn themselves to death in 1993 when FBI agents attack their armament-filled Waco, Texas, compound with tear gas. Randy Weaver, a heavily armed Aryan Nation sympathizer, and his family are attacked in 1992 by the FBI after a long standoff near Ruby Ridge in Idaho. His wife and daughter are killed by FBI agents. McVeigh's punishment is cited: execution by lethal injection."
14,5770151,110,The Vietnam War,34a684a7-dfb7-4807-beea-cd7d4dfecc59,4.0,"Photographs, film footage of battles, violent protests, beatings, shootings. Bloody injuries, mutilated corpses, and other grisly imagery is commonplace, shown in context. Rape discussed."
15,5769721,87,The Good Son,74263c7c-917c-4d92-8283-9b74e8a3e6c8,4.0,"The drowning death of a young child is mentioned several times. A young boy's mother dies of an illness. A young girl is deliberately flung onto thin ice, which cracks as she falls into frigid water. She is rescued. A boy uses a homemade bolt-shooting crossbow to kill a dog. The boy also creates a human-sized doll that he throws onto highway traffic to maliciously create a 10-car pile-up. A woman is pushed off a cliff but survives. Two others fall over a cliff and one dies. A boy holds a scissor to another boy's neck. It's implied that a boy has poisoned his family's food."
15,5767061,96,The Wilde Wedding,2270d2c5-822a-45e4-b10d-0bade56e364b,1.0,"Physical comedy, like a character falling and another getting his face encased in a homemade face mask that he has to break open (hurting himself in the process)."
17,5771056,100,Woodshock,3e5d473d-69c7-4088-9c27-f3a6a751ce07,4.0,Characters die. Burning with hot iron. A person is beaten to death with an iron. Blood spatters. Characters rage and yell. Pricking finger with knife.
10,5771296,93,The Tiger Hunter,7627c33c-2fd7-4073-938f-005fb6933d00,2.0,Guns shown during tiger hunt. Shooting and killing offscreen. A company is trying to make microwaves that won't explode.
15,5770776,101,Brad's Status,904a75ba-9a26-479b-b00e-8dbb7bc9bbc0,0.0,Not applicable
15,5771536,96,Broken Angels Club,de461022-841c-441e-a0a2-3a0f981c8e4a,4.0,"Numerous scenes in which nuns or students are bleeding due to gruesome rites of self-mortification. Nuns shown standing on beds of nails, lacerating their backs with spiked sticks, bleeding from the wrists due to wearing bracelets with sharp edges that cut into the skin. Nun bleeding in a bathtub in bloody water, one hand upraised with blood down her arm while her other hand is in the water between her legs. Teen girl discovered in a bathroom stall bleeding from between her legs, blood staining her legs and the floor below; she's later revealed to be pregnant due to being sexually abused by her father. A young nun found dead as a result of violent rituals performed by other nuns. Talk of the younger brother of one of the characters who died by falling out of a building while she was babysitting him."
16,5770696,92,Friend Request,d5e97ad1-c663-43bf-bfc1-1dbb657b956b,5.0,"Jump scares. Suicide video; a character hangs herself and sets herself on fire. Character battered and bloodied. Blood spatters. Brief throat slicing. Burn victim. Dead bodies. A gun shown, used for suicide. Knives and slicing/stabbing. Spooky animation/artwork. Scary dreams. Wasp in ear."
14,5324796,85,Amityville: The Awakening,3a5942aa-7e4d-4753-a115-7d3a41be2e7f,4.0,"Flashbacks to original murders. Scary stuff, some jump scares. Blood stains. Brief guns and shooting. Stabbing. Crashing through window. Squirmy bugs and attacking flies. Family members argue."
11,5771841,112,Victoria and Abdul,4302745b-4a8e-407e-94c3-2ad6b208fda0,3.0,"The royal physician threatens Abdul by pushing him against a wall and temporarily choking him. A man coughs up blood. After Queen Victoria's death, King Edward VII has security officers break into Abdul's cottage, push his wife/mother, and destroy all personal correspondence/evidence of a relationship between his mother and her Muslim friend/advisor. They burn all of his letters and other belongings. A dead body is shown."
17,5773181,154,Amores Perros,9db09a80-87ab-4987-9d34-64bc036cfb92,5.0,"Lots and lots of blood, and some gore, from dog fighting. Dogs shown attacking each other, growling, yelping, and crying in pain; a few children are present at the dog fights. A violent car crash is the central event and is shown several times with injured and dead victims, lots of blood, and cries of pain. Blood and some light gore from injuries to people, including several gunshots and beatings. A man shoots a dog at point-blank range. Armed robbery with yelling and brandishing guns. Kidnapping. Beatings with blunt objects and kicking. A stabbing in the stomach. A high-speed car chase with guns fired and lots of blood shown two or three times. Several bloody, dead bodies of dogs after they were attacked by another dog; the dead dogs are burned. A kidnapping victim is tied up and gagged. A gun held right against a man's head; the victim is terrified. Several kicks in the crotch. Sex and violence linked once in a sequence that cuts frequently between a sex scene and a man being kidnapped and beaten. A pet dog gets stuck under the floorboards of an apartment for many days; its whining and scratching are heard."
10,5771596,134,Newsies: The Broadway Musical,02348af8-5e3e-4341-9548-15bb9a6d9262,1.0,"Some staged scuffles and fights (including some clubs), set to music. Boys are threatened with violence."
12,5774482,122,The Newton Boys,7940278e-6e00-417d-87ac-d2ee44d58242,3.0,"A bank robber gets shot in the face by a member of his gang who panics. Blood is seen. A cowboy bites a horse's ear. A Native American is kept out of a bar because he isn't white, so he buys the bar. The Newtons and cohorts use nitroglycerin to blow open safes."
12,5772391,103,Mark Felt: The Man Who Brought Down the White House,1ce03bc7-0fc5-4576-b4cd-b559ad6860df,1.0,Discussion of a man who died. Discussions of violent acts by a radical group.
16,5772286,95,Don't Sleep,d0bc7c00-7706-4470-bd8e-ca970cbbee87,4.0,"A child experiences nightmares and is in peril; bloody cut on a child's chest. Child experiences electroshock therapy. Blood spurt. Creepy images: a disturbing/burned woman eating something in her arms, a scary girl in a mask, a ghost boy. Injured dog. Characters die. A character commits suicide. Some fighting, arguing, shouting. Child bites a man's face. Severed head. Child's disturbing drawings of death and murder."
15,5775201,344,Law & Order True Crime: The Menendez Murders,03406e1d-6a16-42cf-92f6-dea10b73b043,3.0,"The show covers the real-life Menendez Murders, a case where two sons killed their parents with a shotgun. While nowhere near as violent as some cable TV dramas, the show does open with scenes of the parents being shot and blood splattering everywhere. References are made to violent gangs (including the mafia). There are scenes and descriptions of sexual and emotional abuse between a parent and a child. A woman attempts suicide. A prisoner is seen post-beating, with a bruised and bloodied face. The violence level is on par with other shows in the Law & Order franchise."
15,5775086,96,Spawn,93303f1d-241c-472a-93d8-3c1450366f17,4.0,"A woman is shot in the head. Another woman is stabbed in the chest. A man is doused in gasoline and set on fire. He rises from the dead with a burned face. A woman's leg is ""bitten"" by a magical biting tool an undead soldier uses on her. People shoot, knife, and fight each other. A deadly virus is unleashed on innocent people and 10,000 are reported dead. A man eats a slice of pizza covered with maggots, which he calls anchovies."
13,5775186,95,Elizabeth Blue,83570f91-7a8b-48d5-b048-268b5ff6f0ac,2.0,"Elizabeth hears voices in her head that periodically tell her to end her misery and commit suicide. A destructive voice is personified by a man who appears to command her to kill herself. She responds to it by flailing around. In one scene, her boyfriend slaps her to get her out of an obsessive reverie. It seems out of necessity rather than anger, but it's still upsetting."
14,5776336,165,Once Upon a Time in the West,3f6b5749-622b-458f-85b1-64c70bdd6094,3.0,"Not much blood, but plenty of guns, shooting, and killing. Children killed. Dead bodies. Hanged man. Gunshot wound. Brief gunshot through eye. A scene of implied rape, or sexual threat (a man lies on top of a woman; she's scared, and he's persuasive). A man rips the top of a woman's dress. Choking. Hunting birds with rifles. A man slaps a boy."
13,5775031,101,Til Death Do Us Part,610c6075-481c-49b7-bab6-6d770a0c7080,3.0,"Mostly, it's about menace rather than gore. But there are several incidents of domestic violence, including -- disturbingly -- slapping and choking a woman who's visibly pregnant. Sloppy fistfight, one stabbing, and someone is shot several times (non-graphically). Non-graphic instance of marital rape, which isn't addressed/dealt with afterward."
10,5776751,104,A Question of Faith,82a3902c-cd7d-49ec-8444-a4978366155f,2.0,"A teen texts and drives and accidentally hits a child, who suffers a traumatic brain injury. Another teen faints and is hospitalized with a serious condition."
14,5775461,111,Druid Peak,fdb34cc2-7dce-444a-ad6a-beac75c20dab,3.0,"Bullying includes taking a classmate's pencil; throwing a stick at a dog; harassing, punching, and slapping a classmate, taking his grocery bag, and throwing the groceries away; and getting a choke hold on a classmate and threatening to kill him. Brief gore showing dead cattle that were attacked by wolves. An injured wolf has a bloody neck and spatters of blood on its paws. A car crash is shown that kills one teen and injures another; there's no gore, but blood is seen on one victim's shirt as well as a cut on the head. A teen points a gun at his own head while crying, then points the gun at a wolf but doesn't shoot. A teen says cigarette burns on his arm are from a game he used to play. A teen throws a beer bottle into a bonfire at a party."
8,5777041,93,Raising the Bar,f6836d94-8641-4679-91a9-b029c5985e81,1.0,Girls train hard in a sport that is known for its high rate of injury. A girl is demoralized by former friends cyberbullying her.
13,5775636,98,So B. It,da0c1f06-d3a3-4b8e-88de-bbdbad16ed46,2.0,"There's a tragic death (not a child), which could upset young/sensitive viewers. The fact that Heidi goes on a long journey by herself could also alarm some kids."
13,5779751,94,Loving Vincent,33c1e6cb-9b13-40b0-ac9f-eb066d853dcb,3.0,Fistfights. Arguing. Blood stains. Talk of whether a man committed suicide (shooting himself) or was murdered.
13,5779506,95,Walking Out,abf7f553-380a-473b-9e95-33eb55ff6ede,2.0,"Peril. Bear mauling (minor) and a rifle wound. The injuries aren't shown in graphic detail, but they definitely have emotional impact. Guns are held/used. Several animals are killed, either via shooting or by other animals (offscreen)."
16,5779536,89,Better Watch Out,a5a8e0d6-fa81-4784-af41-530686491a04,4.0,"On-screen killings, though the goriest stuff is left to the viewer's imagination (which actually could be more disturbing for some). Murder methods include shotgun blast, stabbing, and more. Also cruelty and torture. A woman's breast is groped against her will."
14,5779541,105,"Literally, Right Before Aaron",dd55476f-ff9c-4944-9744-9ce90f7ca398,1.0,"Adam and Aaron play an aggressive game of tennis, and Adam throws his tennis racket across the court. Adam is hit by a slow-moving car and is shown bloody and limping."
17,5781661,104,Trafficked,33016010-a55d-46f7-9116-26116a12b70d,5.0,"Women are treated very violently throughout the movie: shoved, tackled, choked, beaten, shot, drugged with hypodermic needles. Dead, bloody corpses shown. Some bloody wounds/bruises. Repeated sexual violation. Women are also deceived and treated as objects. A man throws acid or poison on two women who turned him down. Vomiting, urinating."
18,5780986,251,Once Upon a Time in America,607f009e-6f61-4f72-9460-b088829254c2,5.0,"Two scenes of a man raping two different women. Men threatening women. Guns and shooting. Stabbing. Characters die, dead bodies. Bloody face, bloody wounds. Punching, fighting. Brass knuckles. Choking with chain. Kicking in private parts. Raging/yelling. Newsstand set on fire. Urinating."
13,5783151,108,Ice Guardians,e82eedc5-59cd-4f2c-b505-fb0b6560f5f2,3.0,"Between and during interview segments is an unrelenting barrage of hockey fights and hockey violence, with expected blood and shots of players with missing teeth. Interviews with fans reveal that most find entertainment and enjoyment from the fighting and violence. While the violence isn't glorified, it's seen as an integral part of the game. Some talk of a handful of deaths that have occurred during hockey games, injuries, and chronic traumatic encephalopathy (CTE), but many of these discussions argue that hockey fighting is a very small percentage of the reasons pro hockey players get injured."
17,5783821,89,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,cbcb8f3b-d958-486a-b839-d7dca4497093,3.0,"Exaggerated parody violence. A white sniper shoots and kills an African-American college student starting his first day. A standoff between rival gangs brandishing weapons ends when one of the lead characters opens the back of his truck to reveal a nuclear warhead. Drive-by shootings. Machine guns and gunfire. Lead character gets into a fistfight with his grandmother. In a parody of Stand by Me, four kids find a dead body -- it's an Elvis impersonator. One of the characters dies from smoking marijuana -- going into convulsions and foaming at the mouth as if he has taken a stronger drug. Ice cream truck driver held up at gunpoint."
9,5784266,86,The Great Day (Le Grand Jour),d19d1530-163b-4e92-a4d1-a3ca00de9f15,1.0,Youth boxing competition.
13,5780946,114,Murder on the Orient Express,5ab5d2b2-a06a-41cf-9b7a-bba7e836fa16,3.0,"Guns are shown; fired once. A corpse shown with a blood-covered shirt. Minor bleeding wound. Stabbing. Knife sticking out of a character's back. Flashbacks to a child kidnapping; verbal descriptions of awful deaths. Brief fighting, punching, kicking. Brief chasing, falling. A man crashes into an obstacle and falls."
5,5780991,86,The Star,653a52b3-08a6-4bdd-9892-19e154b4e9ae,2.0,"A sequence between Herod's enforcers and a village includes peril and some frightening animals (including angry dogs), but no one is seriously hurt. Characters navigate some perilous paths and cliffs on their journey. Bo's initial companion sacrifices his safety so Bo can escape. Herod plots against Mary and Joseph; his minions can be intimidating."
8,5780861,104,The Man Who Invented Christmas,3bcd1bcc-d015-4e9c-81ac-b6a89d06200e,1.0,"Potentially disturbing flashbacks to difficult times when Charles' father is dragged off and arrested for an unpaid debt and Charles is forced to work in a factory. The ghost of Jacob Marley is shown shackled and in chains. A wealthy man says poor people are better off dead than living off charity; they should hurry up and die to ""decrease the surplus population."""
11,5781466,119,Jumanji: Welcome to the Jungle,40270d89-bba6-4958-aa30-c05c4db0bf0a,3.0,"Many scenes of peril and death (though most of it isn't permanent). The four teens all start out with three lives in the video game, and each one gets down to one life. Their in-game deaths range from comical (one person explodes after encountering their weakness and later is trampled by rhinos) to matter-of-fact (one character is bitten by a snake and disappears) to frightening (a character is mauled by a jaguar). But after dying in the game, they return. In one tense moment, a character with only one life left is dying, but he's saved by another character. The villain can control animals on the island, and he kills a henchman with a scorpion bite. Several martial-arts, video game-like battles. A couple of jump-worthy moments involving a jaguar jumping into the frame and a snake hissing, pouncing. Spoiler alert: All of the main characters survive."
13,5781536,129,"Roman J. Israel, Esq.",08d80e0e-e5e2-495a-a2c5-da490fbce231,2.0,"A mugger beats up the main character. Verbal description of convenience store shooting/killing. A homeless person appears to be dead. Mild car chase, car run off road. Arguing."
13,5781656,114,Darkest Hour,01bca300-b244-49b2-a6c3-5cfe6b8848ec,1.0,"The film is set in wartime, but no violence is shown. It takes place almost entirely in England before the Blitz. British troops are shown holed up in a French church moments before an attack (via bomb, in an explosion viewers don't see). A little bit of blood on wounded soldiers."
16,5784041,140,Molly's Game,3c763b82-bb44-48a7-8a25-4b37e59fcfdd,3.0,"A man briefly but brutally beats a woman, kicking her and slamming her against a wall. She has a bloody face and other wounds as a result. Ski crash with injury. Quick shot of spinal surgery."
16,5784146,132,All the Money in the World,10b1543d-45bf-4cf3-8724-cba4a550d7cc,4.0,"An ear sliced off, with spurting blood/bloody wound. Guns and shooting. Characters are shot, with blood spurts. Grenade. More bloody wounds. Burned corpse shown. Kidnapping, teen grabbed and pulled into van. Man is hit in the forehead with telephone receiver. Fire started. Threats."
13,5784211,115,The Post,287e114a-c515-44de-b300-a72c5812b03b,2.0,The opening scene takes place during the Vietnam War and shows a battle in which many American soldiers are killed.
10,5784261,105,The Greatest Showman,a6c84914-5eb2-4740-815f-3d0705f65cb4,2.0,"A rich man slaps a tradesman's son for making his daughter laugh. A young man steals bread and is later smacked for doing so. Angry protesters threaten the circus performers and later set the circus on fire. The fire leads to a supporting character being severely injured, but he survives."
17,5781506,104,A Bad Moms Christmas,d9b66f8d-bb65-4384-92e7-ae999010e754,2.0,"Violence is generally silly/cartoonish. For example, people are pushed down when a group of moms steals a Christmas tree from a mall store. At one point, one character advises another to ""beat the s--t"" out of her overbearing mother. Arguments/yelling."
16,5781491,104,Suburbicon,6e881b23-925f-4d85-893b-01b90a0376cb,4.0,"Many characters die. Big blood stains, bleeding wounds. Stabbing, punching, fighting, choking, car crashes, explosions, poisoning, hitting with fire poker. Gun shots. A child is in danger in several scenes, screaming and terrified. Character strangled. Bad guys knock out women and child with chloroformed handkerchiefs. A car is set on fire, a house vandalized. Character in a coma. Violent dialogue."
16,5781476,108,Thank You for Your Service,0db4191a-4383-4dda-92ba-e596a78b82db,4.0,"Intense wartime violence, including graphic head injuries and gore. Non-graphic dogfighting followed by graphic dogfighting injuries. Domestic rage from a character who loses control. One character is shot at in a parking lot. A baby is dropped. Disturbing hallucinations."
18,5781021,91,Jigsaw,4a46b2c3-d601-49d5-a6e8-ccdf4b907aaa,5.0,"Extreme blood and gore. Bloody wounds, blood sprays. Bleeding eyes. Heads and limbs sliced into pieces. Characters are both shot and eaten by acid. Torture. In a flashback, a baby dies. Bodies in morgue. Guns and shooting. Stabbing with sharp objects. Needle injections. Fighting, punching, hitting with blunt objects. Car crash."
4,5785151,71,Shopkins: World Vacation,733fde7f-9816-407b-b88f-2b7d1ac24faa,1.0,"The Shopkins take some wild rides, are chased, and chase others. An obstacle course finds many of the dolls falling into water. No one is hurt."
11,5785526,94,The Breadwinner,503af1da-2d7d-4c54-8361-6a1e889dfb63,4.0,"Frequent tension and danger. Male Taliban soldiers and followers threaten Parvana's father. Later, the Taliban brutally removes him from their home. Her mother is cruelly beaten; the actual beating takes place off camera, but her bruised black eye and feet are visible. Men/soldiers threaten and pursue Parvana and push and strike her, even though she's dressed as a boy. Parvana strikes a young Taliban follower with a gun and fires into a hiding spot. Chaos and violence erupt at a prison; armed men seem to be shooting at prisoners, and one man is shown shot in the shoulder (it's unclear whether he survives). A man pulls a knife on Parvana's mother and sister and, in a fraught scene, seems to be willing to kidnap their baby brother. A story-within-the-story features skeleton ghosts, attacking jaguars, and an evil elephant king."
10,5785326,105,Te Ata,d2a97e9e-dd7f-4189-a65d-1c5465ef7392,2.0,"A white man yells at a Native man for ""trespassing"" on his land. Minutes later, a gunshot rings out (offscreen). Viewers see the Native man on the ground with blood spreading beneath him as Te Ata cries hysterically."
12,5780796,117,Breathe,2475f42f-65d1-4196-9aac-6bbbf678f1d4,1.0,The closest thing to violence is the blood related to the main character's deteriorating health condition. There's enough blood (in multiple scenes) that it could disturb younger viewers.
6,5786456,23,SpongeBob SquarePants: The Legend of Boo-Kini Bottom,068f7782-6a44-4986-b63a-8316cfae7bc9,1.0,"No real scares, but there are surprises and Halloween images throughout the story. A character's face appears oversized on-screen and ignites, holograms of ghosts and monsters of all different kinds float about, and bodies turn lifeless when their spirits are captured by a villain. Some imagery of brains and skeletons in keeping with the spooky story, and vegetables are shown subjected to torture (a carrot is stretched, and others are suspended over toxic sludge)."
12,5787726,91,Robinson Crusoe (1997),571d7ab8-784c-4e99-86f1-36982bac6fc6,3.0,"Crusoe duels a friend over a woman but refuses to kill his opponent when he has the chance. The man comes after him from behind and fatally impales himself on Crusoe's sword. Later, Crusoe is forced to battle another friend and refuses to kill him when he has the chance. Tribesmen perform human sacrifices and wage war against perceived enemies. Men are stabbed, shot by arrows and bullets, and blown up. A terrible storm destroys a ship and kills all men on board but one."
16,5786321,108,Professor Marston and the Wonder Women,c0b81d73-aed9-437b-a939-44e2d9d72ac5,1.0,"Bill gets into a fistfight with a neighbor once the neighbor finds out that he, Elizabeth, and Olive are all romantically together. A teen son comes home with a black eye, complaining about a fight he got into at school because of rumors about his parents."
16,5789781,115,Jungle,2adf4269-f7c2-4d3e-b7b1-2ef83720417c,3.0,"Disturbing imagery. Animals are shot, cooked, and eaten. Bird fetuses inside eggs are eaten. Squirmy worm-thing is dug out from under forehead skin with tweezers. Bloody, wounded feet. Arguing."
13,5789806,108,The Bachelors,7de43715-b602-47c8-974e-3298e73d336d,2.0,"A character cuts herself; she slices into her arm, and blood is shown. A bully is bashed in the head with a lunch tray; brief fight, with punching. Slapping. A wife/mother character is said to be dead. Vomiting/passing out."
8,5784826,90,Jane,c9f34354-4d4d-4079-8515-c0855620b11e,2.0,"Some animal-on-animal violence, but nothing too graphic is shown. Chimps fight; some lions kill a zebra. The aftermath of bloody conflict is shown and described. Mild animal vs. human peril."
10,5790171,98,Swing Away,2ea7b27b-9991-4940-92af-9ce0af457b3d,0.0,Not applicable
17,5791471,121,The Killing of a Sacred Deer,6547823a-ca24-4e19-b9f9-f086bb1de34b,5.0,"Lots of blood, with blood stains shown. Disturbing imagery. Punching, slapping, biting, spitting out a broken tooth, spitting bloody chunks of flesh. Bleeding from eyes. A rifle is shot. A child is threatened. Characters die."
17,5791521,98,Tragedy Girls,02db03dd-6550-426d-bbe5-00daec37aa82,5.0,"Many characters killed in violent, played-as-comical ways. Lots of blood. Machete in head. Machete in chest. Someone is hanged from a lamppost. Sliced-open face. Stabbing. Circular-saw through face. Severed head. Shooting. Sliced throat with gurgling sound. Fights; people are thrown across rooms, slamming into things. Head crushed by weight. Hundreds of teens locked in a burning building. Dissolving body parts in industrial lye. Blood puddle. Taser gun. Reference to ""skull-f---ing."" Motorcycle crash."
17,5794396,90,Cult of Chucky,009fe366-5412-4f64-b6e7-45c2a80cb0ee,5.0,"Blood and gore. Characters stabbed to death, drilled to death, choked to death. Lots of blood. A decapitation. Slit wrists. Strongly implied that a psychiatrist sexually abuses one of his patients, whom he drugs beforehand. Chucky dolls shot in the face at point-blank range. Woman shown falling to her death from several stories, falls on top of a truck."
16,5793881,79,Chris Brown: Welcome to My Life,57e14b88-270d-493c-b374-4829e88d6291,3.0,"Graphic talk of the notorious incident with Chris Brown and Rihanna. Some pictures of Rihanna's beaten face. Brown talks of how a boyfriend of his mother's beat his mother when he was a little boy, and how the boyfriend also tried to commit suicide by shooting himself in the head, and instead of dying, the boyfriend lost his vision. Talk of Brown's fight with Frank Ocean over a parking spot, a fight with Drake, and his destroying of his backstage room while on the set of Good Morning America."
16,5776936,123,Novitiate,a478e53f-eb12-49e9-a865-3b3416ed13d4,2.0,"Young postulants and novitiates are subjected to disturbing, torture/hazing-like treatment; they're made to tear themselves down verbally and emotionally, as well as to endure physical punishments and harsh scoldings. One whips herself as a form of penance."
16,5787311,142,The Square,3388acb6-a950-4508-b62d-fe2e39e2bdc2,2.0,"Brief scene of on-screen violence; it's not bloody, but the lead-up to it is very intense, increasing its impact. In another scene, a child is knocked down stairs (not shown)."
7,5795846,90,A Witches' Ball,86c74862-5f15-4f74-9ff9-e855863c7280,0.0,Not applicable
16,5793676,97,The Heyday of the Insensitive Bastards,0593992e-aa18-4705-bd50-6af2f27dac8d,4.0,"Upsetting scenes, rather than bloody/gory ones. A man prepares to shoot his son in the head with a shotgun; the son urinates in his pants (viewers see yellow snow), and the father lets him go. A woman puts honey on herself to attract ants; viewers see them crawling in and out of her underwear. One man tries to wake another he thinks is drunk (he's actually dead) by urinating at length on his face. A man with a degenerative disease dies, and his son and wife lie in bed with the body."
16,5797021,93,Crash Pad,fed34c92-feb1-436c-a1db-30e2d0cc6478,2.0,"Stensland gets into a fistfight with a much larger bar patron. He's hurt and passes out, and wakes up with a huge shiner. Grady pulls a gun on Stensland and threatens to kill him but doesn't."
12,5797681,116,Oliver Twist (1948),5c6a043e-51de-4447-b51a-3d6ea92ce7d9,3.0,"Dickens never shied from the brutalities of life. In his world, people are willing to sell out friends, cash in on the suffering of others, and murder loyal friends and loyal dogs alike. A raised club is seen, and later a partial view of a dead body, but neither the actual murder nor the bloody aftermath are shown. A woman dies following childbirth. Children, virtual slaves at the workhouse, work hard and are fed nothing but thin gruel. Oliver utters the famed line, ""Please sir, I want some more."" Oliver is whipped after he attacks a worker who insults the memory of his mother. A murderer is shot and falls off a roof. A previous scene shows he has a rope around his neck, but the fact that this accidentally hangs him isn't shown."
