,AAUXQDLH9Z1YS,A3ST8XFT4X93K
285356,-100.0,-100.0
285369,-100.0,-100.0
285394,-100.0,-100.0
285401,-100.0,-100.0
286643,-100.0,-100.0
286656,-100.0,-100.0
297514,-100.0,-100.0
297534,-100.0,-99.0
297567,-100.0,-97.0
297584,-100.0,-96.0
297603,-100.0,-95.0
297620,-100.0,-95.0
297640,-100.0,-94.0
297657,-100.0,-94.0
297672,-100.0,-93.0
297692,-100.0,-91.0
297712,-100.0,-90.0
297730,-100.0,-89.0
297735,-100.0,-89.0
297752,-100.0,-88.0
297769,-100.0,-88.0
297791,-100.0,-87.0
297816,-100.0,-87.0
297837,-100.0,-85.0
297860,-100.0,-84.0
297875,-100.0,-84.0
297889,-100.0,-83.0
297915,-100.0,-82.0
297931,-100.0,-81.0
297938,-100.0,-80.0
297955,-100.0,-79.0
297969,-100.0,-78.0
297984,-100.0,-77.0
298001,-100.0,-76.0
298018,-100.0,-75.0
298035,-100.0,-74.0
298054,-100.0,-73.0
298074,-100.0,-72.0
298091,-100.0,-71.0
298108,-100.0,-70.0
298124,-100.0,-69.0
298141,-100.0,-67.0
298158,-100.0,-66.0
298166,-100.0,-65.0
298182,-100.0,-64.0
298229,-100.0,-63.0
298238,-100.0,-62.0
298251,-100.0,-61.0
298273,-100.0,-60.0
298289,-100.0,-58.0
298306,-100.0,-57.0
298322,-100.0,-56.0
298340,-100.0,-55.0
298357,-100.0,-54.0
298365,-100.0,-53.0
298383,-100.0,-52.0
298398,-100.0,-51.0
298416,-100.0,-50.0
298435,-100.0,-48.0
298451,-100.0,-47.0
298471,-100.0,-46.0
298488,-100.0,-45.0
298504,-100.0,-44.0
298521,-100.0,-43.0
298539,-100.0,-42.0
298558,-100.0,-41.0
298574,-100.0,-40.0
298591,-100.0,-38.0
298603,-100.0,-37.0
298615,-100.0,-36.0
298634,-100.0,-35.0
298652,-100.0,-34.0
298669,-100.0,-33.0
298687,-100.0,-32.0
298702,-100.0,-31.0
298722,-100.0,-30.0
298743,-100.0,-28.0
298764,-100.0,-28.0
298773,-100.0,-26.0
298791,-100.0,-25.0
298802,-100.0,-24.0
298816,-100.0,-23.0
298833,-100.0,-22.0
298850,-100.0,-21.0
298867,-100.0,-20.0
298887,-100.0,-18.0
298904,-100.0,-17.0
298920,-100.0,-16.0
298940,-100.0,-15.0
298955,-100.0,-14.0
298973,-100.0,-13.0
298991,-100.0,-12.0
299008,-100.0,-11.0
299015,-100.0,-9.0
299034,-100.0,-8.0
299050,-100.0,-7.0
299067,-100.0,-6.0
299084,-100.0,-5.0
299103,-100.0,-4.0
299120,-100.0,-3.0
299139,-100.0,-2.0
299154,-100.0,-1.0
299173,-100.0,0.0
299191,-100.0,2.0
299207,-100.0,3.0
299215,-100.0,4.0
299231,-100.0,5.0
299248,-100.0,6.0
299267,-100.0,7.0
299284,-100.0,8.0
299302,-100.0,9.0
299320,-100.0,10.0
299338,-100.0,12.0
299354,-100.0,13.0
299371,-100.0,14.0
299391,-100.0,15.0
299423,-100.0,17.0
299441,-100.0,18.0
299448,-100.0,19.0
299466,-100.0,20.0
299484,-100.0,22.0
299501,-100.0,23.0
299518,-100.0,24.0
299535,-100.0,25.0
299553,-100.0,26.0
299571,-100.0,27.0
299589,-100.0,28.0
299605,-100.0,29.0
299623,-100.0,30.0
299641,-100.0,32.0
299648,-100.0,33.0
299665,-100.0,34.0
299683,-100.0,35.0
299699,-100.0,36.0
299719,-100.0,37.0
299735,-100.0,38.0
299752,-100.0,39.0
299772,-100.0,40.0
299788,-100.0,42.0
299822,-100.0,44.0
299842,-100.0,45.0
299857,-100.0,46.0
299865,-100.0,47.0
299882,-100.0,48.0
299899,-100.0,49.0
299916,-100.0,50.0
299935,-100.0,52.0
299952,-100.0,53.0
299970,-100.0,54.0
299987,-100.0,55.0
300005,-100.0,56.0
300022,-100.0,57.0
300039,-100.0,58.0
300057,-100.0,59.0
300074,-100.0,60.0
300081,-100.0,62.0
300099,-100.0,63.0
300116,-100.0,64.0
300134,-100.0,65.0
300152,-100.0,66.0
300169,-100.0,67.0
300187,-100.0,68.0
300203,-100.0,69.0
300222,-100.0,70.0
300255,-100.0,73.0
300273,-100.0,74.0
300292,-100.0,75.0
300297,-100.0,76.0
300317,-100.0,77.0
300334,-100.0,78.0
300350,-100.0,79.0
300367,-100.0,80.0
300386,-100.0,82.0
300403,-100.0,83.0
300421,-100.0,84.0
300439,-100.0,85.0
300455,-100.0,86.0
300473,-100.0,87.0
300492,-100.0,88.0
300501,-100.0,89.0
300515,-100.0,90.0
300532,-100.0,92.0
300550,-100.0,93.0
300571,-100.0,94.0
300589,-100.0,95.0
300607,-100.0,96.0
300620,-100.0,97.0
300638,-100.0,98.0
300655,-100.0,99.0
300673,-100.0,100.0
326806,-100.0,100.0
326822,-99.0,100.0
326832,-99.0,100.0
326856,-97.0,100.0
326861,-97.0,100.0
326874,-96.0,100.0
326880,-96.0,100.0
326890,-95.0,100.0
326898,-93.0,100.0
326902,-93.0,100.0
326916,-92.0,100.0
326921,-92.0,100.0
326951,-90.0,100.0
326956,-90.0,100.0
326985,-88.0,100.0
326995,-88.0,100.0
327003,-87.0,100.0
327008,-87.0,100.0
327037,-85.0,100.0
327043,-85.0,100.0
327056,-83.0,100.0
327061,-83.0,100.0
327090,-81.0,100.0
327094,-81.0,100.0
327097,-80.0,100.0
327102,-80.0,100.0
327115,-79.0,100.0
327120,-79.0,100.0
327132,-78.0,100.0
327137,-78.0,100.0
327168,-76.0,100.0
327174,-76.0,100.0
327202,-73.0,100.0
327208,-73.0,100.0
327220,-72.0,100.0
327226,-72.0,100.0
327254,-70.0,100.0
327261,-70.0,100.0
327289,-68.0,100.0
327295,-68.0,100.0
327307,-67.0,100.0
327313,-67.0,100.0
327332,-65.0,100.0
327337,-65.0,100.0
327366,-62.0,100.0
327378,-62.0,100.0
327401,-60.0,100.0
327407,-60.0,100.0
327420,-59.0,100.0
327425,-59.0,100.0
327453,-57.0,100.0
327461,-57.0,100.0
327472,-56.0,100.0
327478,-56.0,100.0
327508,-53.0,100.0
327515,-53.0,100.0
327531,-51.0,100.0
327538,-51.0,100.0
327548,-50.0,100.0
327554,-50.0,100.0
327583,-48.0,100.0
327589,-48.0,100.0
327619,-46.0,100.0
327626,-46.0,100.0
327635,-45.0,100.0
327642,-45.0,100.0
327672,-42.0,100.0
327677,-42.0,100.0
327706,-40.0,100.0
327712,-40.0,100.0
327723,-39.0,100.0
327729,-39.0,100.0
327748,-37.0,100.0
327753,-37.0,100.0
327782,-35.0,100.0
327789,-35.0,100.0
327801,-33.0,100.0
327806,-33.0,100.0
327835,-31.0,100.0
327840,-31.0,100.0
327871,-29.0,100.0
327876,-29.0,100.0
327888,-28.0,100.0
327893,-28.0,100.0
327922,-26.0,100.0
327929,-26.0,100.0
327947,-23.0,100.0
327954,-23.0,100.0
327964,-22.0,100.0
327970,-22.0,100.0
327982,-21.0,100.0
327988,-21.0,100.0
328016,-19.0,100.0
328021,-19.0,100.0
328034,-18.0,100.0
328061,-18.0,100.0
328088,-17.0,100.0
328101,-17.0,100.0
328121,-15.0,100.0
328128,-15.0,100.0
328140,-14.0,100.0
328143,-14.0,100.0
328157,-13.0,100.0
328161,-13.0,100.0
328163,-12.0,100.0
328168,-12.0,100.0
328180,-11.0,100.0
328186,-11.0,100.0
328199,-10.0,100.0
328202,-10.0,100.0
328216,-9.0,100.0
328220,-9.0,100.0
328235,-8.0,100.0
328239,-8.0,100.0
328252,-6.0,100.0
328256,-6.0,100.0
328268,-5.0,100.0
328273,-5.0,100.0
328286,-4.0,100.0
328292,-4.0,100.0
328304,-3.0,100.0
328308,-3.0,100.0
328321,-2.0,100.0
328325,-2.0,100.0
328339,-1.0,100.0
328343,-1.0,100.0
328357,0.0,100.0
328360,0.0,100.0
328373,1.0,100.0
328380,2.0,100.0
328383,2.0,100.0
328398,4.0,100.0
328402,4.0,100.0
328415,5.0,100.0
328420,5.0,100.0
328433,6.0,100.0
328438,6.0,100.0
328451,7.0,100.0
328457,7.0,100.0
328468,8.0,100.0
328474,8.0,100.0
328485,9.0,100.0
328489,9.0,100.0
328511,10.0,100.0
328525,10.0,100.0
328542,11.0,100.0
328561,11.0,100.0
328573,13.0,100.0
328596,13.0,100.0
328600,15.0,100.0
328605,15.0,100.0
328615,16.0,100.0
328619,16.0,100.0
328635,17.0,100.0
328640,17.0,100.0
328657,18.0,100.0
328661,18.0,100.0
328669,19.0,100.0
328676,19.0,100.0
328688,20.0,100.0
328693,20.0,100.0
328704,21.0,100.0
328734,21.0,100.0
328741,22.0,100.0
328749,22.0,100.0
328756,23.0,100.0
328761,23.0,100.0
328774,24.0,100.0
328779,24.0,100.0
328792,25.0,100.0
328796,25.0,100.0
328801,26.0,100.0
328805,26.0,100.0
328818,27.0,100.0
328822,27.0,100.0
328832,28.0,100.0
328838,28.0,100.0
328850,30.0,100.0
328870,30.0,100.0
328886,31.0,100.0
328891,31.0,100.0
328904,33.0,100.0
328908,33.0,100.0
328943,34.0,100.0
328947,34.0,100.0
328961,35.0,100.0
328966,35.0,100.0
328972,36.0,100.0
328975,36.0,100.0
328993,37.0,100.0
328997,37.0,100.0
329009,38.0,100.0
329013,38.0,100.0
329024,40.0,100.0
329031,41.0,100.0
329034,41.0,100.0
329049,42.0,100.0
329053,42.0,100.0
329068,43.0,100.0
329097,43.0,100.0
329106,44.0,100.0
329110,44.0,100.0
329118,45.0,100.0
329124,45.0,100.0
329136,46.0,100.0
329141,46.0,100.0
329156,47.0,100.0
329160,47.0,100.0
329176,48.0,100.0
329192,48.0,100.0
329197,49.0,100.0
329201,49.0,100.0
329208,50.0,100.0
329212,50.0,100.0
329225,51.0,100.0
329230,52.0,100.0
329234,52.0,100.0
329249,53.0,100.0
329253,53.0,100.0
329266,54.0,100.0
329270,54.0,100.0
329288,55.0,100.0
329293,55.0,100.0
329301,56.0,100.0
329308,56.0,100.0
329318,57.0,100.0
329322,57.0,100.0
329335,58.0,100.0
329339,58.0,100.0
329354,59.0,100.0
329358,59.0,100.0
329371,60.0,100.0
329377,60.0,100.0
329388,61.0,100.0
329393,61.0,100.0
329406,62.0,100.0
329412,62.0,100.0
329425,63.0,100.0
329430,63.0,100.0
329443,64.0,100.0
329447,64.0,100.0
329451,65.0,100.0
329455,65.0,100.0
329470,66.0,100.0
329474,66.0,100.0
329482,67.0,100.0
329487,67.0,100.0
329501,68.0,100.0
329507,68.0,100.0
329518,69.0,100.0
329522,69.0,100.0
329536,70.0,100.0
329540,70.0,100.0
329555,71.0,100.0
329560,71.0,100.0
329574,72.0,100.0
329578,72.0,100.0
329588,73.0,100.0
329593,73.0,100.0
329615,74.0,100.0
329619,74.0,100.0
329626,75.0,100.0
329634,75.0,100.0
329640,76.0,100.0
329644,76.0,100.0
329648,77.0,100.0
329653,77.0,100.0
329673,78.0,100.0
329677,78.0,100.0
329685,79.0,100.0
329690,79.0,100.0
329700,80.0,100.0
329707,80.0,100.0
329717,81.0,100.0
329722,81.0,100.0
329735,82.0,100.0
329757,82.0,100.0
329763,83.0,100.0
329767,83.0,100.0
329775,84.0,100.0
329779,84.0,100.0
329787,85.0,100.0
329791,85.0,100.0
329805,86.0,100.0
329832,86.0,100.0
329840,87.0,100.0
329844,87.0,100.0
329856,88.0,100.0
329862,88.0,100.0
329874,89.0,100.0
329881,90.0,100.0
329885,90.0,100.0
329899,91.0,100.0
329904,91.0,100.0
329920,92.0,100.0
329924,92.0,100.0
329934,94.0,100.0
329938,94.0,100.0
329951,95.0,100.0
329957,95.0,100.0
329968,96.0,100.0
329973,96.0,100.0
329988,97.0,100.0
329992,97.0,100.0
330004,98.0,100.0
330009,98.0,100.0
330021,99.0,100.0
330025,99.0,100.0
330040,100.0,100.0
336908,100.0,100.0
336915,99.0,100.0
336922,99.0,100.0
336949,97.0,100.0
336956,97.0,100.0
336967,96.0,100.0
336972,96.0,100.0
336984,95.0,100.0
336989,95.0,100.0
337001,94.0,100.0
337011,94.0,100.0
337025,93.0,100.0
337036,93.0,100.0
337072,90.0,100.0
337076,90.0,100.0
337091,89.0,100.0
337096,89.0,100.0
337106,88.0,100.0
337111,88.0,100.0
337130,86.0,100.0
337135,86.0,100.0
337148,85.0,100.0
337152,85.0,100.0
337166,84.0,100.0
337171,84.0,100.0
337182,83.0,100.0
337188,83.0,100.0
337219,80.0,100.0
337223,80.0,100.0
337253,78.0,100.0
337258,78.0,100.0
337270,77.0,100.0
337277,77.0,100.0
337305,75.0,100.0
337310,75.0,100.0
337330,73.0,100.0
337334,73.0,100.0
337348,72.0,100.0
337353,72.0,100.0
337382,69.0,100.0
337386,69.0,100.0
337400,68.0,100.0
337405,68.0,100.0
337435,66.0,100.0
337440,66.0,100.0
337452,65.0,100.0
337457,65.0,100.0
337470,64.0,100.0
337478,64.0,100.0
337505,62.0,100.0
337512,62.0,100.0
337523,60.0,100.0
337528,60.0,100.0
337557,58.0,100.0
337564,57.0,100.0
337567,57.0,100.0
337581,56.0,100.0
337588,56.0,100.0
337599,55.0,100.0
337604,55.0,100.0
337633,53.0,100.0
337639,53.0,100.0
337652,52.0,100.0
337658,52.0,100.0
337669,50.0,100.0
337674,50.0,100.0
337687,49.0,100.0
337691,49.0,100.0
337705,48.0,100.0
337710,48.0,100.0
337723,47.0,100.0
337727,47.0,100.0
337756,45.0,100.0
337761,45.0,100.0
337764,44.0,100.0
337769,44.0,100.0
337781,43.0,100.0
337786,43.0,100.0
337801,42.0,100.0
337806,42.0,100.0
337833,39.0,100.0
337843,39.0,100.0
337892,38.0,100.0
337898,38.0,100.0
337921,36.0,100.0
337927,36.0,100.0
337956,34.0,100.0
337962,34.0,100.0
337975,32.0,100.0
337978,32.0,100.0
337980,31.0,100.0
337984,31.0,100.0
337998,30.0,100.0
338003,30.0,100.0
338016,29.0,100.0
338021,29.0,100.0
338032,28.0,100.0
338036,28.0,100.0
338051,27.0,100.0
338055,27.0,100.0
338068,26.0,100.0
338072,26.0,100.0
338085,25.0,100.0
338091,25.0,100.0
338103,24.0,100.0
338108,24.0,100.0
338121,22.0,100.0
338125,22.0,100.0
338138,21.0,100.0
338143,21.0,100.0
338155,20.0,100.0
338159,20.0,100.0
338173,19.0,100.0
338181,18.0,100.0
338197,17.0,100.0
338203,17.0,100.0
338215,16.0,100.0
338219,16.0,100.0
338232,15.0,100.0
338235,15.0,100.0
338250,14.0,100.0
338254,14.0,100.0
338268,13.0,100.0
338272,13.0,100.0
338285,11.0,100.0
338291,11.0,100.0
338302,10.0,100.0
338308,10.0,100.0
338337,8.0,100.0
338343,8.0,100.0
338355,7.0,100.0
338359,7.0,100.0
338373,6.0,100.0
338377,6.0,100.0
338392,5.0,100.0
338395,5.0,100.0
338414,2.0,100.0
338418,2.0,100.0
338432,1.0,100.0
338435,1.0,100.0
338449,0.0,100.0
338453,0.0,100.0
338469,-1.0,100.0
338473,-1.0,100.0
338501,-3.0,100.0
338508,-3.0,100.0
338522,-4.0,100.0
338530,-4.0,100.0
338559,-5.0,100.0
338569,-5.0,100.0
338590,-6.0,100.0
338595,-6.0,100.0
338609,-7.0,100.0
338613,-7.0,100.0
338616,-9.0,100.0
338621,-9.0,100.0
338652,-11.0,100.0
338656,-11.0,100.0
338665,-12.0,100.0
338670,-12.0,100.0
338683,-13.0,100.0
338692,-13.0,100.0
338714,-15.0,100.0
338719,-15.0,100.0
338728,-16.0,100.0
338733,-16.0,100.0
338740,-17.0,100.0
338746,-17.0,100.0
338776,-19.0,100.0
338780,-19.0,100.0
338794,-20.0,100.0
338799,-20.0,100.0
338815,-21.0,100.0
338820,-21.0,100.0
338826,-22.0,100.0
338830,-22.0,100.0
338834,-23.0,100.0
338838,-23.0,100.0
338851,-24.0,100.0
338855,-24.0,100.0
338866,-26.0,100.0
338888,-26.0,100.0
338903,-28.0,100.0
338908,-28.0,100.0
338919,-29.0,100.0
338922,-29.0,100.0
338941,-30.0,100.0
338945,-30.0,100.0
338961,-31.0,100.0
338966,-31.0,100.0
338972,-32.0,100.0
338976,-32.0,100.0
338993,-33.0,100.0
339000,-33.0,100.0
339014,-34.0,100.0
339018,-34.0,100.0
339025,-35.0,100.0
339029,-35.0,100.0
339040,-36.0,100.0
339047,-37.0,100.0
339072,-37.0,100.0
339081,-38.0,100.0
339086,-38.0,100.0
339100,-39.0,100.0
339104,-39.0,100.0
339118,-40.0,100.0
339123,-40.0,100.0
339135,-41.0,100.0
339156,-41.0,100.0
339162,-42.0,100.0
339166,-42.0,100.0
339172,-43.0,100.0
339190,-43.0,100.0
339205,-45.0,100.0
339211,-45.0,100.0
339224,-46.0,100.0
339228,-46.0,100.0
339239,-47.0,100.0
339243,-47.0,100.0
339257,-48.0,100.0
339261,-48.0,100.0
339267,-49.0,100.0
339271,-49.0,100.0
339282,-50.0,100.0
339286,-50.0,100.0
339300,-51.0,100.0
339305,-51.0,100.0
339317,-53.0,100.0
339322,-53.0,100.0
339334,-54.0,100.0
339356,-54.0,100.0
339363,-55.0,100.0
339368,-55.0,100.0
339374,-56.0,100.0
339378,-56.0,100.0
339389,-57.0,100.0
339393,-57.0,100.0
339406,-58.0,100.0
339434,-58.0,100.0
339453,-59.0,100.0
339483,-59.0,100.0
339490,-60.0,100.0
339503,-60.0,100.0
339517,-62.0,100.0
339523,-62.0,100.0
339534,-63.0,100.0
339539,-63.0,100.0
339552,-64.0,100.0
339557,-64.0,100.0
339570,-65.0,100.0
339573,-65.0,100.0
339587,-66.0,100.0
339591,-66.0,100.0
339604,-67.0,100.0
339610,-67.0,100.0
339622,-69.0,100.0
339626,-69.0,100.0
339639,-70.0,100.0
339644,-70.0,100.0
339657,-71.0,100.0
339661,-71.0,100.0
339675,-72.0,100.0
339679,-72.0,100.0
339692,-73.0,100.0
339702,-74.0,100.0
339706,-74.0,100.0
339718,-75.0,100.0
339723,-75.0,100.0
339733,-76.0,100.0
339737,-76.0,100.0
339751,-77.0,100.0
339755,-77.0,100.0
339772,-79.0,100.0
339777,-79.0,100.0
339786,-80.0,100.0
339794,-80.0,100.0
339808,-81.0,100.0
339813,-81.0,100.0
339823,-82.0,100.0
339827,-82.0,100.0
339838,-83.0,100.0
339843,-83.0,100.0
339857,-84.0,100.0
339861,-84.0,100.0
339875,-85.0,100.0
339879,-85.0,100.0
339891,-86.0,100.0
339900,-88.0,100.0
339903,-88.0,100.0
339916,-89.0,100.0
339920,-89.0,100.0
339933,-90.0,100.0
339938,-90.0,100.0
339951,-91.0,100.0
339955,-91.0,100.0
339968,-92.0,100.0
339974,-92.0,100.0
339987,-93.0,100.0
339992,-93.0,100.0
340003,-94.0,100.0
340007,-94.0,100.0
340023,-95.0,100.0
340028,-95.0,100.0
340038,-96.0,100.0
340042,-96.0,100.0
340057,-98.0,100.0
340061,-98.0,100.0
340073,-99.0,100.0
340078,-99.0,100.0
340092,-100.0,100.0
359225,-100.0,100.0
359241,-100.0,99.0
359247,-100.0,99.0
359272,-100.0,97.0
359273,-100.0,97.0
359300,-100.0,95.0
359305,-100.0,95.0
359335,-100.0,93.0
359341,-100.0,93.0
359370,-100.0,90.0
359392,-100.0,90.0
359423,-100.0,87.0
359428,-100.0,87.0
359442,-100.0,86.0
359449,-100.0,86.0
359458,-100.0,85.0
359464,-100.0,85.0
359474,-100.0,84.0
359482,-100.0,83.0
359486,-100.0,83.0
359499,-100.0,81.0
359505,-100.0,81.0
359517,-100.0,80.0
359525,-100.0,80.0
359535,-100.0,79.0
359541,-100.0,79.0
359551,-100.0,78.0
359557,-100.0,78.0
359569,-100.0,77.0
359578,-100.0,77.0
359587,-100.0,76.0
359594,-100.0,76.0
359604,-100.0,75.0
359609,-100.0,75.0
359623,-100.0,74.0
359629,-100.0,74.0
359641,-100.0,73.0
359646,-100.0,73.0
359657,-100.0,71.0
359662,-100.0,71.0
359674,-100.0,70.0
359681,-100.0,70.0
359692,-100.0,69.0
359702,-100.0,68.0
359716,-100.0,67.0
359721,-100.0,67.0
359735,-100.0,66.0
359740,-100.0,66.0
359751,-100.0,65.0
359759,-100.0,65.0
359769,-100.0,64.0
359775,-100.0,64.0
359786,-100.0,63.0
359793,-100.0,63.0
359805,-100.0,62.0
359810,-100.0,62.0
359822,-100.0,60.0
359827,-100.0,60.0
359839,-100.0,59.0
359846,-100.0,59.0
359855,-100.0,58.0
359860,-100.0,58.0
359874,-100.0,57.0
359880,-100.0,57.0
359892,-100.0,56.0
359900,-100.0,55.0
359916,-100.0,54.0
359923,-100.0,54.0
359934,-100.0,53.0
359940,-100.0,53.0
359953,-100.0,52.0
359960,-100.0,52.0
359968,-100.0,50.0
359973,-100.0,50.0
359986,-100.0,49.0
359995,-100.0,49.0
360003,-100.0,48.0
361343,-100.0,48.0
361356,-100.0,47.0
361365,-100.0,47.0
361377,-100.0,46.0
361382,-100.0,46.0
361391,-100.0,45.0
361397,-100.0,45.0
361400,-100.0,44.0
361407,-100.0,44.0
361418,-100.0,43.0
361425,-100.0,43.0
361434,-100.0,41.0
361457,-100.0,41.0
361469,-100.0,39.0
361474,-100.0,39.0
361486,-100.0,38.0
361492,-100.0,38.0
361504,-100.0,37.0
361510,-100.0,37.0
361525,-100.0,36.0
361533,-100.0,36.0
361540,-100.0,35.0
361545,-100.0,35.0
361556,-100.0,34.0
361562,-100.0,34.0
361573,-100.0,33.0
361579,-100.0,33.0
361591,-100.0,31.0
361596,-100.0,31.0
361608,-100.0,30.0
361615,-100.0,29.0
361621,-100.0,29.0
361633,-100.0,28.0
361639,-100.0,28.0
361650,-100.0,27.0
361655,-100.0,27.0
361668,-100.0,26.0
361675,-100.0,26.0
361684,-100.0,25.0
361694,-100.0,25.0
361704,-100.0,24.0
361710,-100.0,24.0
361721,-100.0,23.0
361726,-100.0,23.0
361737,-100.0,21.0
361743,-100.0,21.0
361758,-100.0,20.0
361764,-100.0,20.0
361773,-100.0,19.0
361779,-100.0,19.0
361795,-100.0,18.0
361811,-100.0,18.0
361826,-100.0,17.0
361834,-100.0,16.0
361850,-100.0,15.0
361859,-100.0,15.0
361868,-100.0,14.0
361874,-100.0,14.0
361884,-100.0,13.0
361890,-100.0,13.0
361901,-100.0,11.0
361906,-100.0,11.0
361920,-100.0,10.0
361927,-100.0,10.0
361937,-100.0,9.0
361943,-100.0,9.0
361959,-100.0,8.0
361965,-100.0,8.0
361975,-100.0,7.0
361981,-100.0,7.0
361989,-100.0,6.0
361995,-100.0,6.0
362012,-100.0,5.0
362019,-100.0,5.0
362026,-100.0,4.0
362032,-100.0,4.0
362036,-100.0,3.0
362044,-100.0,3.0
362053,-100.0,2.0
362058,-100.0,2.0
362066,-100.0,1.0
362074,-100.0,1.0
362093,-100.0,0.0
362098,-100.0,0.0
362105,-100.0,-1.0
362110,-100.0,-1.0
362126,-100.0,-2.0
362132,-100.0,-2.0
362140,-100.0,-3.0
362146,-100.0,-3.0
362153,-100.0,-4.0
362160,-100.0,-4.0
362173,-100.0,-5.0
362181,-100.0,-5.0
362189,-100.0,-7.0
362216,-100.0,-7.0
362224,-100.0,-8.0
362230,-100.0,-8.0
362241,-100.0,-9.0
362247,-100.0,-9.0
362253,-100.0,-10.0
362259,-100.0,-10.0
362266,-100.0,-11.0
362280,-100.0,-11.0
362287,-100.0,-12.0
362297,-100.0,-12.0
362304,-100.0,-13.0
362309,-100.0,-13.0
362319,-100.0,-14.0
362324,-100.0,-14.0
362336,-100.0,-16.0
362341,-100.0,-16.0
362364,-100.0,-17.0
362370,-100.0,-17.0
362377,-100.0,-18.0
362383,-100.0,-18.0
362398,-100.0,-19.0
362406,-100.0,-19.0
362414,-100.0,-20.0
362419,-100.0,-20.0
362427,-100.0,-21.0
362432,-100.0,-21.0
362446,-100.0,-22.0
362451,-100.0,-22.0
362457,-100.0,-23.0
362474,-100.0,-23.0
362483,-100.0,-25.0
362488,-100.0,-25.0
362500,-100.0,-26.0
362506,-100.0,-26.0
362520,-100.0,-27.0
362525,-100.0,-27.0
362540,-100.0,-28.0
362546,-100.0,-28.0
362556,-100.0,-29.0
362562,-100.0,-29.0
362571,-100.0,-30.0
362577,-100.0,-30.0
362589,-100.0,-31.0
362594,-100.0,-31.0
362606,-100.0,-32.0
362612,-100.0,-32.0
362627,-100.0,-33.0
362634,-100.0,-33.0
362641,-100.0,-34.0
362664,-100.0,-34.0
362675,-100.0,-36.0
362682,-100.0,-36.0
362683,-100.0,-37.0
362689,-100.0,-37.0
362706,-100.0,-38.0
362711,-100.0,-38.0
362718,-100.0,-39.0
362726,-100.0,-39.0
362735,-100.0,-40.0
362743,-100.0,-40.0
362762,-100.0,-41.0
362771,-100.0,-41.0
362779,-100.0,-42.0
362787,-100.0,-42.0
362794,-100.0,-43.0
362800,-100.0,-43.0
362810,-100.0,-44.0
362815,-100.0,-44.0
362823,-100.0,-45.0
362830,-100.0,-45.0
362847,-100.0,-46.0
362854,-100.0,-46.0
362861,-100.0,-47.0
362868,-100.0,-47.0
362876,-100.0,-48.0
362882,-100.0,-48.0
362891,-100.0,-49.0
362897,-100.0,-50.0
362906,-100.0,-50.0
362916,-100.0,-51.0
362923,-100.0,-51.0
362932,-100.0,-52.0
362940,-100.0,-52.0
362950,-100.0,-54.0
362957,-100.0,-54.0
362969,-100.0,-55.0
362975,-100.0,-55.0
362985,-100.0,-56.0
362994,-100.0,-56.0
363002,-100.0,-57.0
363010,-100.0,-57.0
363020,-100.0,-58.0
363029,-100.0,-58.0
363039,-100.0,-59.0
363046,-100.0,-59.0
363056,-100.0,-60.0
363062,-100.0,-60.0
363073,-100.0,-61.0
363080,-100.0,-61.0
363098,-100.0,-62.0
363104,-100.0,-62.0
363114,-100.0,-63.0
363128,-100.0,-63.0
363135,-100.0,-64.0
363142,-100.0,-64.0
363151,-100.0,-65.0
363159,-100.0,-65.0
363167,-100.0,-66.0
363175,-100.0,-66.0
363184,-100.0,-67.0
363192,-100.0,-67.0
363209,-100.0,-68.0
363216,-100.0,-68.0
363223,-100.0,-70.0
363242,-100.0,-70.0
363255,-100.0,-72.0
363264,-100.0,-72.0
363273,-100.0,-73.0
363279,-100.0,-73.0
363293,-100.0,-74.0
363300,-100.0,-74.0
363307,-100.0,-75.0
363313,-100.0,-75.0
363314,-100.0,-76.0
363320,-100.0,-76.0
363332,-100.0,-77.0
363337,-100.0,-77.0
363349,-100.0,-78.0
363357,-100.0,-78.0
363367,-100.0,-79.0
363374,-100.0,-79.0
363383,-100.0,-80.0
363390,-100.0,-80.0
363401,-100.0,-82.0
363427,-100.0,-82.0
363437,-100.0,-83.0
363465,-100.0,-83.0
363474,-100.0,-84.0
363482,-100.0,-84.0
363489,-100.0,-85.0
363503,-100.0,-85.0
363514,-100.0,-86.0
363533,-100.0,-86.0
363539,-100.0,-87.0
363559,-100.0,-87.0
363568,-100.0,-88.0
363576,-100.0,-88.0
363583,-100.0,-89.0
363590,-100.0,-89.0
363601,-100.0,-90.0
363630,-100.0,-90.0
363637,-100.0,-91.0
363645,-100.0,-91.0
363653,-100.0,-92.0
363659,-100.0,-92.0
363671,-100.0,-93.0
363677,-100.0,-93.0
363688,-100.0,-94.0
363716,-100.0,-94.0
363723,-100.0,-95.0
363731,-100.0,-95.0
363740,-100.0,-96.0
363745,-100.0,-96.0
363747,-100.0,-97.0
363754,-100.0,-97.0
363765,-100.0,-98.0
363771,-100.0,-98.0
363791,-100.0,-99.0
363804,-100.0,-99.0
363811,-100.0,-100.0
369956,-100.0,-100.0
369973,-100.0,-100.0
370016,-100.0,-100.0
370024,-100.0,-100.0
370049,-100.0,-100.0
370057,-100.0,-100.0
370088,-100.0,-100.0
370095,-100.0,-100.0
370126,-100.0,-100.0
370141,-100.0,-100.0
370166,-100.0,-100.0
370176,-100.0,-100.0
370204,-100.0,-100.0
370214,-100.0,-100.0
