,AZSSG2REHDX18,ASEW6NZHLI41K,ACBG07QLGIDP0,AYYSG3O9FNU15,AJE5OG666CBAC,A1XY2JMPVJCF4,A5XU9JZ5IHLA1,ACM1CEGHXTKZP
29316,-56.0,-100.0,-100.0,,-86.0,-76.5,-40.0,-42.0
29317,-56.0,-100.0,-100.0,,-85.625,-76.25,-40.0,-42.0
29323,-56.0,-100.0,-100.0,,-85.25,-76.0,-40.0,-42.0
29328,-56.0,-100.0,-100.0,,-84.875,-75.66666666666667,-40.0,-42.0
29337,-56.0,-100.0,-100.0,,-84.5,-75.33333333333333,-40.0,-42.0
29340,-56.0,-100.0,-100.0,,-84.125,-75.0,-40.0,-42.0
29344,-56.0,-100.0,-100.0,,-83.75,-74.75,-40.0,-42.0
29350,-56.0,-100.0,-100.0,,-83.375,-74.5,-40.0,-42.0
29351,-56.0,-100.0,-100.0,,-83.0,-74.25,-40.0,-42.0
29356,-56.0,-100.0,-100.0,,-82.71428571428571,-74.0,-40.0,-42.0
29361,-56.0,-100.0,-100.0,,-82.42857142857143,-73.66666666666667,-40.0,-42.0
29370,-56.0,-100.0,-100.0,,-82.14285714285714,-73.33333333333333,-40.0,-42.0
29372,-56.0,-100.0,-100.0,,-81.85714285714286,-73.0,-40.0,-42.0
29378,-56.0,-100.0,-100.0,,-81.57142857142857,-72.75,-40.0,-42.0
29384,-56.0,-100.0,-100.0,,-81.28571428571429,-72.5,-40.0,-42.0
29386,-56.0,-100.0,-100.0,,-81.0,-72.25,-40.0,-42.0
29389,-56.0,-100.0,-100.0,,-80.77777777777777,-72.0,-40.0,-42.0
29394,-56.0,-100.0,-100.0,,-80.55555555555556,-71.66666666666667,-40.0,-42.0
29401,-56.0,-100.0,-100.0,,-80.33333333333333,-71.33333333333333,-40.0,-42.0
29407,-56.0,-100.0,-100.0,,-80.11111111111111,-71.0,-40.0,-42.0
29411,-56.0,-100.0,-100.0,,-79.88888888888889,-70.33333333333333,-40.0,-42.0
29416,-56.0,-100.0,-100.0,,-79.66666666666667,-69.66666666666667,-40.0,-42.0
29424,-56.0,-100.0,-100.0,,-79.44444444444444,-69.0,-40.0,-42.0
29428,-56.0,-100.0,-100.0,,-79.22222222222223,-68.66666666666667,-40.0,-42.0
29432,-56.0,-100.0,-100.0,,-79.0,-68.33333333333333,-40.0,-42.0
29441,-56.0,-100.0,-100.0,,-78.4,-68.0,-40.0,-42.0
29442,-56.0,-100.0,-100.0,,-77.8,-68.0,-40.0,-42.0
29444,-56.0,-100.0,-100.0,,-77.2,-68.0,-40.0,-42.0
29461,-56.0,-100.0,-100.0,,-76.6,-68.0,-40.0,-42.0
29467,-56.0,-100.0,-100.0,,-76.0,-68.0,-40.0,-42.0
29479,-56.0,-100.0,-100.0,,-75.93939393939394,-68.0,-40.0,-42.0
29494,-56.0,-100.0,-100.0,,-75.87878787878788,-68.0,-40.0,-42.0
29511,-56.0,-100.0,-100.0,,-75.81818181818181,-68.0,-40.0,-42.0
29528,-56.0,-100.0,-100.0,,-75.75757575757575,-68.0,-40.0,-42.0
29544,-56.0,-100.0,-100.0,,-75.6969696969697,-68.0,-40.0,-42.0
29561,-56.0,-100.0,-100.0,,-75.63636363636364,-68.0,-40.0,-42.0
29578,-56.0,-100.0,-100.0,,-75.57575757575758,-68.0,-40.0,-42.0
29594,-56.0,-100.0,-100.0,,-75.51515151515152,-68.0,-40.0,-42.0
29611,-56.0,-100.0,-100.0,,-75.45454545454545,-68.0,-40.0,-42.0
29628,-56.0,-100.0,-100.0,,-75.39393939393939,-68.0,-40.0,-42.0
29644,-56.0,-100.0,-100.0,,-75.33333333333333,-68.0,-40.0,-42.0
29661,-56.0,-100.0,-100.0,,-75.27272727272727,-68.0,-40.0,-42.0
29678,-56.0,-100.0,-100.0,,-75.21212121212122,-68.0,-40.0,-42.0
29695,-56.0,-100.0,-100.0,,-75.15151515151516,-68.0,-40.0,-42.0
29699,-56.0,-100.0,-100.0,,-75.0909090909091,-68.0,-40.0,-42.0
29711,-56.0,-100.0,-100.0,,-75.03030303030303,-68.0,-40.0,-41.5
29719,-56.0,-100.0,-100.0,,-74.96969696969697,-68.0,-40.0,-41.0
29728,-56.0,-100.0,-100.0,,-74.9090909090909,-68.0,-40.0,-40.5
29734,-56.0,-100.0,-100.0,,-74.84848484848484,-68.0,-40.0,-40.0
29743,-56.0,-100.0,-100.0,,-74.78787878787878,-68.0,-40.0,-39.0
29744,-56.0,-100.0,-100.0,,-74.72727272727273,-68.0,-40.0,-38.5
29759,-56.0,-100.0,-100.0,,-74.66666666666667,-68.0,-40.0,-38.0
29761,-56.0,-100.0,-100.0,,-74.60606060606061,-68.0,-40.0,-37.5
29777,-56.0,-100.0,-100.0,,-74.54545454545455,-68.0,-40.0,-37.0
29778,-56.0,-100.0,-100.0,,-74.48484848484848,-68.0,-40.0,-36.5
29795,-56.0,-100.0,-100.0,,-74.42424242424242,-68.0,-40.0,-36.0
29812,-56.0,-100.0,-100.0,,-74.36363636363636,-68.0,-40.0,-35.0
29830,-56.0,-100.0,-100.0,,-74.3030303030303,-68.0,-40.0,-34.0
29848,-56.0,-100.0,-100.0,,-74.24242424242425,-68.0,-40.0,-33.0
29868,-56.0,-100.0,-100.0,,-74.18181818181819,-68.0,-40.0,-31.0
29883,-56.0,-100.0,-100.0,,-74.12121212121212,-68.0,-40.0,-30.0
29891,-56.0,-100.0,-100.0,,-74.06060606060606,-68.0,-40.0,-29.0
29897,-56.0,-100.0,-100.0,,-74.0,-68.0,-40.0,-28.5
29908,-56.0,-100.0,-100.0,,-73.8,-68.0,-40.0,-28.0
29911,-56.0,-100.0,-100.0,,-73.6,-68.0,-40.0,-27.5
29926,-56.0,-100.0,-99.5,,-73.4,-68.0,-40.0,-27.0
29931,-56.0,-100.0,-99.0,,-73.2,-68.0,-40.0,-27.0
29932,-56.0,-100.0,-98.5,,-73.0,-68.0,-40.0,-27.0
29961,-56.0,-100.0,-98.0,,-71.5,-68.0,-40.0,-27.0
29978,-56.0,-100.0,-97.25,,-70.0,-68.0,-40.0,-27.0
29979,-56.0,-100.0,-96.5,,,-68.0,-40.0,-27.0
29999,-56.0,-100.0,-95.75,,,-68.0,-40.0,-27.0
30011,-56.0,-100.0,-95.0,,,-68.0,-40.0,-27.0
30016,-56.0,-100.0,-94.5,,,-68.0,-40.0,-27.0
30028,-56.0,-100.0,-94.0,,,-68.0,-40.0,-27.0
30048,-56.0,-100.0,-93.0,,,-68.0,-40.0,-27.0
30049,-56.0,-100.0,-93.0,,,-68.0,-40.0,-27.0
30062,-56.0,-100.0,-93.0,,,-68.0,-40.0,-27.0
30075,-56.0,-100.0,-93.0,,,-68.0,-40.0,-27.0
30076,-56.0,-100.0,-93.0,,,-68.0,-40.0,-26.666666666666668
30094,-56.0,-100.0,-93.0,,,-68.0,-40.0,-26.333333333333332
30095,-56.0,-100.0,-93.0,,,-68.0,-40.0,-26.0
30110,-56.0,-100.0,-93.0,,,-68.0,-40.0,-25.0
30128,-56.0,-100.0,-93.0,,,-68.0,-40.0,-24.0
30141,-56.0,-100.0,-93.0,,,-68.0,-40.0,-23.5
30146,-56.0,-100.0,-93.0,,,-68.0,-40.0,-23.0
30164,-56.0,-100.0,-93.0,,,-68.0,-40.0,-22.0
30168,-56.0,-100.0,-93.0,,,-68.0,-40.0,-21.0
30182,-56.0,-100.0,-93.0,,,-68.0,-40.0,-20.0
30194,-56.0,-100.0,-93.0,,,-68.0,-40.0,-19.5
30200,-56.0,-100.0,-92.66666666666667,,,-68.0,-40.0,-19.0
30201,-56.0,-100.0,-92.33333333333333,,,-68.0,-40.0,-18.666666666666668
30212,-56.0,-100.0,-92.0,,,-68.0,-40.0,-18.333333333333332
30217,-56.0,-100.0,-92.0,,,-68.0,-40.0,-18.0
30224,-56.0,-100.0,-92.0,,,-68.0,-40.0,-17.0
30232,-56.0,-100.0,-92.0,,,-68.0,-40.0,-16.666666666666668
30236,-56.0,-100.0,-92.0,,,-68.0,-40.0,-16.333333333333332
30242,-56.0,-100.0,-91.5,,,-68.0,-40.0,-16.0
30247,-56.0,-100.0,-91.0,,,-68.0,-40.0,-15.666666666666666
30255,-56.0,-100.0,-91.0,,,-68.0,-40.0,-15.333333333333334
30260,-56.0,-100.0,-91.0,,,-68.0,-40.0,-15.0
30270,-56.0,-100.0,-91.0,,,-68.0,-40.0,-14.5
30278,-56.0,-100.0,-91.0,,,-68.0,-40.0,-14.0
30294,-56.0,-100.0,-91.0,,,-68.0,-40.0,-13.5
30296,-56.0,-100.0,-91.0,,,-68.0,-40.0,-13.0
30313,-56.0,-100.0,-91.0,,,-68.0,-40.0,-11.0
30319,-56.0,-100.0,-91.0,,,-68.0,-40.0,-10.5
30330,-56.0,-100.0,-91.0,,,-68.0,-40.0,-10.0
30338,-56.0,-100.0,-91.0,,,-68.0,-40.0,-9.5
30348,-56.0,-100.0,-91.0,,,-68.0,-40.0,-9.0
30359,-56.0,-100.0,-91.0,,,-68.0,-40.0,-8.5
30367,-56.0,-100.0,-91.0,,,-68.0,-40.0,-8.0
30374,-56.0,-100.0,-91.0,,,-68.0,-40.0,-7.0
30378,-56.0,-100.0,-91.0,,,-68.0,-40.0,-6.666666666666667
30381,-56.0,-100.0,-91.0,,,-68.0,-40.0,-6.333333333333333
30393,-56.0,-100.0,-90.5,,,-68.0,-40.0,-6.0
30401,-56.0,-100.0,-90.0,,,-68.0,-40.0,-5.5
30408,-56.0,-100.0,-90.0,,,-68.0,-40.0,-5.0
30414,-56.0,-100.0,-90.0,,,-68.0,-40.0,-4.5
30426,-56.0,-100.0,-90.0,,,-68.0,-40.0,-4.0
30427,-56.0,-100.0,-90.0,,,-68.0,-40.0,-3.8
30428,-56.0,-100.0,-89.5,,,-68.0,-40.0,-3.6
30436,-56.0,-100.0,-89.0,,,-68.0,-40.0,-3.4
30444,-56.0,-100.0,-89.0,,,-68.0,-40.0,-3.2
30445,-56.0,-100.0,-89.0,,,-68.0,-40.0,-3.0
30461,-56.0,-100.0,-89.0,,,-68.0,-40.0,-2.5
30462,-56.0,-100.0,-89.0,,,-68.0,-40.0,-2.0
30463,-56.0,-100.0,-89.0,,,-68.0,-40.0,-1.5
30476,-56.0,-100.0,-89.0,,,-68.0,-40.0,-1.0
30478,-56.0,-100.0,-89.0,,,-68.0,-40.0,-0.5
30480,-56.0,-100.0,-89.0,,,-68.0,-40.0,0.0
30491,-56.0,-100.0,-89.0,,,-68.0,-40.0,0.3333333333333333
30494,-56.0,-100.0,-89.0,,,-68.0,-40.0,0.6666666666666666
30498,-56.0,-100.0,-89.0,,,-68.0,-40.0,1.0
30511,-56.0,-100.0,-89.0,,,-68.0,-40.0,1.5
30515,-56.0,-100.0,-89.0,,,-68.0,-40.0,2.0
30528,-56.0,-100.0,-89.0,,,-68.0,-40.0,2.3333333333333335
30531,-56.0,-100.0,-89.0,,,-68.0,-40.0,2.6666666666666665
30533,-56.0,-100.0,-89.0,,,-68.0,-40.0,3.0
30540,-56.0,-100.0,-89.0,,,-68.0,-40.0,4.0
30544,-56.0,-100.0,-89.0,,,-68.0,-40.0,4.333333333333333
30552,-56.0,-100.0,-89.0,,,-68.0,-40.0,4.666666666666667
30558,-56.0,-100.0,-89.0,,,-68.0,-40.0,5.0
30561,-56.0,-100.0,-89.0,,,-68.0,-40.0,5.25
30562,-56.0,-100.0,-89.0,,,-68.0,-40.0,5.5
30569,-56.0,-100.0,-88.75,,,-68.0,-40.0,5.75
30576,-56.0,-100.0,-88.5,,,-68.0,-40.0,6.0
30578,-56.0,-100.0,-88.25,,,-68.0,-40.0,6.2
30583,-56.0,-100.0,-88.0,,,-68.0,-40.0,6.4
30588,-56.0,-100.0,-88.0,,,-68.0,-40.0,6.6
30594,-56.0,-100.0,-88.0,,,-68.0,-40.0,6.8
30595,-56.0,-100.0,-88.0,,,-68.0,-40.0,7.0
30598,-56.0,-100.0,-88.0,,,-68.0,-40.0,7.0
30603,-56.0,-100.0,-88.0,,,-68.0,-40.0,7.0
30611,-56.0,-100.0,-87.5,,,-68.0,-40.0,7.0
30616,-56.0,-100.0,-87.0,,,-68.0,-40.0,7.0
30622,-56.0,-100.0,-87.0,,,-68.0,-40.0,7.0
30628,-56.0,-100.0,-87.0,,,-68.0,-40.0,7.0
30634,-56.0,-100.0,-87.0,,,-68.0,-40.0,7.0
30644,-56.0,-100.0,-87.0,,,-68.0,-40.0,7.0
30645,-56.0,-100.0,-87.0,,,-68.0,-40.0,7.0
30659,-56.0,-100.0,-87.0,,,-68.0,-40.0,7.0
30660,-56.0,-100.0,-86.75,,,-68.0,-40.0,7.0
30661,-56.0,-100.0,-86.5,,,-68.0,-40.0,7.0
30678,-56.0,-100.0,-86.25,,,-68.0,-40.0,7.0
30685,-56.0,-100.0,-86.0,,,-68.0,-40.0,7.0
30693,-56.0,-100.0,-85.8,,,-68.0,-40.0,7.0
30694,-56.0,-100.0,-85.6,,,-68.0,-40.0,7.0
30711,-56.0,-100.0,-85.4,,,-68.0,-40.0,7.0
30712,-56.0,-100.0,-85.2,,,-68.0,-40.0,7.0
30718,-56.0,-100.0,-85.0,,,-68.0,-40.0,7.0
30726,-56.0,-100.0,-85.0,,,-68.0,-40.0,7.0
30728,-56.0,-100.0,-85.0,,,-68.0,-40.0,7.0
30735,-56.0,-100.0,-85.0,,,-68.0,-40.0,7.0
30744,-56.0,-100.0,-84.5,,,-68.0,-40.0,7.0
30748,-56.0,-100.0,-84.0,,,-68.0,-40.0,7.0
30761,-56.0,-100.0,-84.0,,,-68.0,-40.0,7.0
30764,-56.0,-100.0,-84.0,,,-68.0,-40.0,7.0
30773,-56.0,-100.0,-84.0,,,-68.0,-40.0,7.0
30778,-56.0,-100.0,-83.66666666666667,,,-68.0,-40.0,7.0
30780,-56.0,-100.0,-83.33333333333333,,,-68.0,-40.0,7.0
30788,-56.0,-100.0,-83.0,,,-68.0,-40.0,7.0
30794,-56.0,-100.0,-83.0,,,-68.0,-40.0,7.0
30811,-56.0,-100.0,-83.0,,,-68.0,-40.0,7.0
30819,-56.0,-100.0,-83.0,,,-68.0,-40.0,7.0
30823,-56.0,-100.0,-83.0,,,-68.0,-40.0,7.0
30828,-56.0,-100.0,-82.75,,,-68.0,-40.0,7.0
30834,-56.0,-100.0,-82.5,,,-68.0,-40.0,7.0
30844,-56.0,-100.0,-82.25,,,-68.0,-40.0,7.0
30847,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30851,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30861,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30878,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30888,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30894,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30898,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30912,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30916,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30928,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30929,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30944,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30961,-56.0,-100.0,-82.0,,,-68.0,-40.0,7.0
30978,-56.0,-99.5,-82.0,,,-68.0,-40.0,7.0
30979,-56.0,-99.0,-82.0,,,-68.0,-40.0,7.0
30994,-56.0,-98.5,-82.0,,,-68.0,-40.0,7.0
31000,-56.0,-98.0,-82.0,,,-68.0,-40.0,7.0
31012,-56.0,-97.5,-81.75,,,-68.0,-40.0,7.0
31013,-56.0,-97.0,-81.5,,,-68.0,-40.0,7.0
31030,-56.0,-96.0,-81.25,,,-68.0,-40.0,7.0
31037,-56.0,-95.5,-81.0,,,-68.0,-40.0,7.0
31049,-56.0,-95.0,-81.0,,,-68.0,-40.0,7.0
31064,-56.0,-94.0,-81.0,,,-68.0,-40.0,7.0
31066,-56.0,-93.0,-80.5,,,-68.0,-40.0,7.0
31077,-56.0,-92.5,-80.0,,,-68.0,-40.0,7.0
31082,-56.0,-92.0,-80.0,,,-68.0,-40.0,7.0
31099,-56.0,-91.5,-80.0,,,-68.0,-40.0,7.0
31100,-55.666666666666664,-91.0,-80.0,,,-68.0,-40.0,7.0
31106,-55.333333333333336,-90.66666666666667,-80.0,,,-68.0,-40.0,7.0
31117,-55.0,-90.33333333333333,-79.75,,,-68.0,-40.0,7.0
31119,-54.75,-90.0,-79.5,,,-68.0,-40.0,7.0
31126,-54.5,-89.0,-79.25,,,-68.0,-40.0,7.0
31127,-54.25,-88.66666666666667,-79.0,,,-68.0,-40.0,7.0
31131,-54.0,-88.33333333333333,-79.0,,,-68.0,-40.0,7.0
31143,-53.5,-88.0,-79.0,,,-68.0,-40.0,7.0
31146,-53.0,-87.5,-79.0,,,-68.0,-40.0,7.0
31160,-52.5,-87.0,-79.0,,,-68.0,-40.0,7.0
31161,-52.0,-86.75,-79.0,,,-68.0,-40.0,7.0
31169,-51.5,-86.5,-79.0,,,-68.0,-40.0,7.0
31176,-51.0,-86.25,-78.66666666666667,,,-68.0,-40.0,7.0
31177,-50.666666666666664,-86.0,-78.33333333333333,,,-68.0,-40.0,7.0
31188,-50.333333333333336,-85.66666666666667,-78.0,,,-68.0,-40.0,7.0
31191,-50.0,-85.33333333333333,-78.0,,,-68.0,-40.0,7.0
31195,-49.666666666666664,-85.0,-78.0,,,-68.0,-40.0,7.0
31212,-49.333333333333336,-83.0,-78.0,,,-68.0,-40.0,7.0
31217,-49.0,-82.66666666666667,-77.5,,,-68.0,-40.0,7.0
31223,-48.666666666666664,-82.33333333333333,-77.0,,,-68.0,-40.0,7.0
31230,-48.333333333333336,-82.0,-77.0,,,-68.0,-40.0,7.0
31235,-48.0,-81.5,-77.0,,,-68.0,-40.0,7.0
31248,-47.5,-81.0,-77.0,,,-68.0,-40.0,7.0
31249,-47.0,-80.66666666666667,-77.0,,,-68.0,-40.0,7.0
31262,-46.0,-80.33333333333333,-76.0,,,-68.0,-40.0,7.0
31264,-45.0,-80.0,-76.0,,,-68.0,-40.0,7.0
31278,-44.0,-79.5,-76.0,,,-68.0,-40.0,7.0
31282,-43.666666666666664,-79.0,-76.0,,,-68.0,-40.0,7.0
31289,-43.333333333333336,-78.66666666666667,-76.0,,,-68.0,-40.0,7.0
31295,-43.0,-78.33333333333333,-75.66666666666667,,,-68.0,-40.0,7.0
31300,-42.666666666666664,-78.0,-75.33333333333333,,,-68.0,-40.0,7.0
31304,-42.333333333333336,-77.66666666666667,-75.0,,,-68.0,-40.0,7.0
31310,-42.0,-77.33333333333333,-75.0,,,-68.0,-40.0,7.0
31318,-41.666666666666664,-77.0,-75.0,,,-68.0,-40.0,7.0
31324,-41.333333333333336,-76.0,-75.0,,,-68.0,-40.0,7.0
31325,-41.0,-75.66666666666667,-75.0,,,-68.0,-40.0,7.0
31332,-40.5,-75.33333333333333,-75.0,,,-68.0,-40.0,7.0
31342,-40.0,-75.0,-74.5,,,-68.0,-40.0,7.0
31346,-39.666666666666664,-74.0,-74.0,,,-68.0,-40.0,7.0
31359,-39.333333333333336,-73.0,-74.0,,,-68.0,-40.0,7.0
31367,-39.0,-72.5,-74.0,,,-68.0,-40.0,7.0
31376,-38.666666666666664,-72.0,-74.0,,,-68.0,-40.0,7.0
31381,-38.333333333333336,-71.75,-74.0,,,-68.0,-40.0,7.0
31382,-38.0,-71.5,-73.5,,,-68.0,-40.0,7.0
31393,-37.666666666666664,-71.25,-73.0,,,-68.0,-40.0,7.0
31394,-37.333333333333336,-71.0,-73.0,,,-68.0,-40.0,7.0
31397,-37.0,-70.5,-73.0,,,-68.0,-40.0,7.0
31412,-36.5,-70.0,-73.0,,,-68.0,-40.0,7.0
31413,-36.0,-69.66666666666667,-73.0,,,-68.0,-40.0,7.0
31428,-34.0,-69.33333333333333,-73.0,,,-68.0,-40.0,7.0
31429,-33.5,-69.0,-73.0,,,-68.0,-40.0,7.0
31443,-33.0,-68.5,-73.0,,,-68.0,-40.0,7.0
31446,-32.5,-68.0,-73.0,,,-68.0,-40.0,7.0
31459,-32.0,-67.5,-73.0,,,-68.0,-40.0,7.0
31465,-31.666666666666668,-67.0,-73.0,,,-68.0,-40.0,7.0
31481,-31.333333333333332,-66.0,-73.0,,,-68.0,-40.0,7.0
31484,-31.0,-65.5,-73.0,,,-68.0,-40.0,7.0
31499,-30.5,-65.0,-73.0,,,-68.0,-40.0,7.0
31500,-30.0,-64.33333333333333,-73.0,,,-68.0,-40.0,7.0
31514,-29.0,-63.666666666666664,-73.0,,,-68.0,-40.0,7.0
31517,-28.666666666666668,-63.0,-73.0,,,-68.0,-40.0,7.0
31526,-28.333333333333332,-62.666666666666664,-73.0,,,-68.0,-40.0,7.0
31531,-28.0,-62.333333333333336,-73.0,,,-68.0,-40.0,7.0
31535,-27.5,-62.0,-73.0,,,-68.0,-40.0,7.0
31546,-27.0,-61.5,-73.0,,,-68.0,-40.0,7.0
31552,-26.666666666666668,-61.0,-73.0,,,-68.0,-40.0,7.0
31559,-26.333333333333332,-60.0,-73.0,,,-68.0,-40.0,7.0
31560,-26.0,-59.666666666666664,-73.0,,,-68.0,-40.0,7.0
31562,-25.333333333333332,-59.333333333333336,-73.0,,,-68.0,-40.0,7.0
31576,-24.666666666666668,-59.0,-73.0,,,-68.0,-40.0,7.0
31578,-24.0,-58.666666666666664,-73.0,,,-68.0,-40.0,7.0
31592,-23.0,-58.333333333333336,-73.0,,,-68.0,-40.0,7.0
31594,-22.8,-58.0,-73.0,,,-68.0,-40.0,7.0
31595,-22.6,-57.666666666666664,-73.0,,,-68.0,-40.0,7.0
31611,-22.4,-57.333333333333336,-73.0,,,-68.0,-40.0,7.0
31612,-22.2,-57.0,-73.0,,,-68.0,-40.0,7.0
31619,-22.0,-56.5,-73.0,,,-68.0,-40.0,7.0
31628,-21.75,-56.0,-73.0,,,-68.0,-40.0,7.0
31629,-21.5,-55.8,-73.0,,,-68.0,-40.0,7.0
31631,-21.25,-55.6,-72.875,,,-68.0,-40.0,7.0
31633,-21.0,-55.4,-72.75,,,-68.0,-40.0,7.2
31645,-20.666666666666668,-55.2,-72.625,,,-68.0,-40.0,7.4
31646,-20.333333333333332,-55.0,-72.5,,,-68.0,-40.0,7.6
31649,-20.0,-54.833333333333336,-72.375,,,-68.0,-40.0,7.8
31651,-19.75,-54.666666666666664,-72.25,,,-68.0,-40.0,8.0
31656,-19.5,-54.5,-72.125,,,-68.0,-40.0,9.0
31660,-19.25,-54.333333333333336,-72.0,,,-68.0,-40.0,9.25
31664,-19.0,-54.166666666666664,-72.0,,,-68.0,-40.0,9.5
31665,-18.666666666666668,-54.0,-72.0,,,-68.0,-40.0,9.75
31674,-18.333333333333332,-54.0,-72.0,,,-68.0,-40.0,10.0
31679,-18.0,-54.0,-72.0,,,-68.0,-40.0,10.333333333333334
31680,-17.666666666666668,-54.0,-72.0,,,-68.0,-40.0,10.666666666666666
31691,-17.333333333333332,-54.0,-72.0,,,-68.0,-40.0,11.0
31694,-17.0,-54.0,-72.0,,,-68.0,-40.0,11.25
31701,-16.5,-54.0,-72.0,,,-68.0,-40.0,11.5
31704,-16.0,-54.0,-71.5,,,-68.0,-40.0,11.75
31709,-15.5,-54.0,-71.0,,,-68.0,-40.0,12.0
31711,-15.0,-54.0,-71.0,,,-68.0,-40.0,12.25
31721,-14.5,-54.0,-71.0,,,-68.0,-40.0,12.5
31726,-14.0,-54.0,-71.0,,,-68.0,-40.0,12.75
31727,-13.857142857142858,-54.0,-71.0,,,-68.0,-40.0,13.0
31733,-13.714285714285714,-54.0,-71.0,,,-68.0,-40.0,13.333333333333334
31737,-13.571428571428571,-54.0,-70.75,,,-68.0,-40.0,13.666666666666666
31746,-13.428571428571429,-54.0,-70.5,,,-68.0,-40.0,14.0
31747,-13.285714285714286,-54.0,-70.25,,,-68.0,-40.0,14.25
31748,-13.142857142857142,-54.0,-70.0,,,-68.0,-40.0,14.5
31751,-13.0,-54.0,-70.0,,,-68.0,-40.0,14.75
31764,-12.5,-54.0,-70.0,,,-68.0,-40.0,15.0
31768,-12.0,-54.0,-70.0,,,-68.0,-40.0,15.25
31770,-11.75,-54.0,-70.0,,,-68.0,-40.0,15.5
31771,-11.5,-54.0,-69.66666666666667,,,-68.0,-40.0,15.75
31781,-11.25,-54.0,-69.33333333333333,,,-68.0,-40.0,16.0
31782,-11.0,-54.0,-69.0,,,-68.0,-40.0,16.25
31793,-10.5,-54.0,-69.0,,,-68.0,-40.0,16.5
31796,-10.0,-54.0,-69.0,,,-68.0,-40.0,16.75
31800,-9.5,-54.0,-69.0,,,-68.0,-40.0,17.0
31812,-9.0,-54.0,-69.0,,,-68.0,-40.0,18.0
31815,-8.75,-54.0,-69.0,,,-68.0,-40.0,19.0
31817,-8.5,-54.0,-69.0,,,-68.0,-40.0,19.5
31824,-8.25,-54.0,-69.0,,,-68.0,-40.0,20.0
31830,-8.0,-54.0,-69.0,,,-68.0,-40.0,20.5
31841,-7.5,-54.0,-69.0,,,-68.0,-40.0,21.0
31844,-7.0,-54.0,-69.0,,,-68.0,-40.0,21.333333333333332
31845,-6.5,-54.0,-69.0,,,-68.0,-40.0,21.666666666666668
31859,-6.0,-54.0,-69.0,,,-68.0,-40.0,22.0
31860,-5.5,-54.0,-69.0,,,-68.0,-40.0,22.333333333333332
31868,-5.0,-54.0,-69.0,,,-68.0,-40.0,22.666666666666668
31877,-4.5,-54.0,-69.0,,,-68.0,-40.0,23.0
31885,-4.0,-54.0,-69.0,,,-68.0,-40.0,23.5
31893,-3.5,-54.0,-69.0,,,-68.0,-40.0,24.0
31901,-3.0,-54.0,-69.0,,,-68.0,-40.0,24.5
31912,-2.5,-54.0,-69.0,,,-68.0,-40.0,25.0
31915,-2.0,-54.0,-69.0,,,-68.0,-40.0,25.333333333333332
31920,-1.6666666666666667,-54.0,-69.0,,,-68.0,-40.0,25.666666666666668
31929,-1.3333333333333335,-54.0,-69.0,,,-68.0,-40.0,26.0
31930,-1.0,-54.0,-69.0,,,-68.0,-40.0,26.333333333333332
31931,-1.0,-54.0,-69.0,,,-68.0,-40.0,26.666666666666668
31948,-1.0,-54.0,-69.0,,,-68.0,-40.0,27.0
31960,-1.0,-54.0,-69.0,,,-68.0,-40.0,28.0
31965,-1.0,-54.0,-69.0,,,-68.0,-40.0,29.0
31974,-1.0,-54.0,-69.0,,,-68.0,-40.0,30.0
31976,-1.0,-54.0,-69.0,,,-68.0,-40.0,30.5
31993,-1.0,-54.0,-69.0,,,-68.0,-40.0,31.0
31994,-1.0,-54.0,-69.0,,,-68.0,-40.0,31.5
32007,-1.0,-54.0,-69.0,,,-68.0,-40.0,32.0
32010,-1.0,-54.0,-69.0,,,-68.0,-40.0,32.5
32025,-1.0,-54.0,-69.0,,,-68.0,-40.0,33.0
32034,-1.0,-54.0,-69.0,,,-68.0,-40.0,33.5
32042,-1.0,-54.0,-69.0,,,-68.0,-40.0,34.0
32049,-1.0,-54.0,-69.0,,,-68.0,-40.0,34.5
32061,-1.0,-54.0,-69.0,,,-68.0,-40.0,35.0
32063,-1.0,-54.0,-69.0,,,-68.0,-40.0,35.5
32079,-1.0,-54.0,-69.0,,,-68.0,-40.0,36.0
32084,-1.0,-54.0,-69.0,,,-68.0,-40.0,37.0
32097,-1.0,-54.0,-69.0,,,-68.0,-40.0,38.0
32099,-1.0,-54.0,-69.0,,,-68.0,-40.0,38.5
32114,-1.0,-54.0,-69.0,,,-68.0,-40.0,39.0
32119,-1.0,-54.0,-69.0,,,-68.0,-40.0,39.5
32132,-1.0,-54.0,-69.0,,,-68.0,-40.0,40.0
32134,-1.0,-54.0,-69.0,,,-68.0,-40.0,40.5
