,A10I249SZXANR,A11W9XU1ESKSA,AA3OOA62I1EEB
46565,-100.0,-100.0,-100.0
46580,-100.0,-100.0,-100.0
46598,-100.0,-100.0,-100.0
46619,-100.0,-100.0,-100.0
46629,-100.0,-100.0,-100.0
46644,-100.0,-100.0,-100.0
46668,-100.0,-100.0,-100.0
46716,-100.0,-100.0,-100.0
46727,-100.0,-100.0,-100.0
46804,-100.0,-100.0,-100.0
46822,-100.0,-100.0,-100.0
46833,-100.0,-100.0,-100.0
46858,-100.0,-100.0,-100.0
46985,-100.0,-100.0,-100.0
46997,-100.0,-100.0,-100.0
47012,-100.0,-100.0,-100.0
47022,-100.0,-100.0,-100.0
47036,-100.0,-100.0,-100.0
47055,-100.0,-100.0,-100.0
47064,-100.0,-100.0,-100.0
47075,-100.0,-100.0,-100.0
47092,-100.0,-100.0,-100.0
47109,-100.0,-100.0,-100.0
47124,-100.0,-100.0,-100.0
47143,-100.0,-100.0,-100.0
47226,-100.0,-100.0,-100.0
47239,-100.0,-100.0,-100.0
47258,-100.0,-100.0,-100.0
47272,-100.0,-100.0,-100.0
47291,-100.0,-100.0,-100.0
47310,-100.0,-100.0,-100.0
47323,-100.0,-100.0,-100.0
47342,-100.0,-100.0,-100.0
47461,-100.0,-100.0,-100.0
47472,-100.0,-100.0,-100.0
47486,-100.0,-100.0,-100.0
47508,-100.0,-100.0,-100.0
47520,-100.0,-100.0,-100.0
47542,-100.0,-100.0,-100.0
47553,-100.0,-100.0,-100.0
47558,-100.0,-100.0,-100.0
47571,-100.0,-100.0,-100.0
47577,-100.0,-100.0,-100.0
47679,-100.0,-100.0,-100.0
47689,-100.0,-100.0,-100.0
47704,-100.0,-100.0,-100.0
47708,-100.0,-100.0,-100.0
47720,-100.0,-100.0,-100.0
47741,-100.0,-100.0,-100.0
47757,-100.0,-100.0,-100.0
47776,-100.0,-100.0,-100.0
47792,-100.0,-100.0,-100.0
47815,-100.0,-100.0,-100.0
47878,-100.0,-100.0,-100.0
47907,-100.0,-100.0,-100.0
47930,-100.0,-100.0,-100.0
47939,-100.0,-100.0,-100.0
47962,-100.0,-100.0,-100.0
47977,-100.0,-100.0,-100.0
48027,-100.0,-100.0,-100.0
48072,-100.0,-100.0,-100.0
48091,-100.0,-100.0,-100.0
48109,-100.0,-100.0,-100.0
48140,-100.0,-100.0,-100.0
48152,-100.0,-100.0,-100.0
48168,-100.0,-100.0,-100.0
48266,-100.0,-100.0,-100.0
48280,-100.0,-100.0,-100.0
48298,-100.0,-100.0,-100.0
48303,-100.0,-100.0,-100.0
48316,-100.0,-100.0,-100.0
48320,-100.0,-100.0,-100.0
48344,-100.0,-100.0,-100.0
48357,-100.0,-100.0,-100.0
48454,-100.0,-100.0,-100.0
48462,-100.0,-100.0,-100.0
48474,-100.0,-100.0,-100.0
48478,-100.0,-100.0,-100.0
48492,-100.0,-100.0,-100.0
48497,-100.0,-100.0,-100.0
48501,-100.0,-100.0,-100.0
48503,-100.0,-100.0,-100.0
48516,-100.0,-100.0,-100.0
48521,-100.0,-100.0,-100.0
48543,-100.0,-100.0,-100.0
48554,-100.0,-100.0,-100.0
48567,-100.0,-100.0,-100.0
48576,-100.0,-100.0,-100.0
48652,-100.0,-100.0,-100.0
48660,-100.0,-100.0,-100.0
48679,-100.0,-100.0,-100.0
48695,-100.0,-100.0,-100.0
48715,-100.0,-100.0,-100.0
48719,-100.0,-100.0,-100.0
48733,-100.0,-100.0,-100.0
48740,-100.0,-100.0,-100.0
48760,-100.0,-100.0,-100.0
48771,-100.0,-100.0,-100.0
48772,-100.0,-100.0,-100.0
110930,-100.0,-100.0,-100.0
110951,-100.0,-100.0,-100.0
110980,-100.0,-100.0,-100.0
110991,-100.0,-100.0,-100.0
111071,-100.0,-100.0,-100.0
111081,-100.0,-100.0,-100.0
111106,-100.0,-100.0,-100.0
111125,-100.0,-100.0,-100.0
111165,-100.0,-100.0,-100.0
111186,-100.0,-100.0,-100.0
111205,-100.0,-100.0,-100.0
111231,-100.0,-100.0,-100.0
111252,-100.0,-100.0,-100.0
111272,-100.0,-100.0,-100.0
111299,-100.0,-100.0,-100.0
111304,-100.0,-100.0,-100.0
111329,-100.0,-100.0,-100.0
111349,-100.0,-100.0,-100.0
111368,-100.0,-100.0,-100.0
111392,-100.0,-100.0,-100.0
111410,-100.0,-100.0,-100.0
111434,-100.0,-100.0,-100.0
111452,-100.0,-100.0,-100.0
111476,-100.0,-100.0,-100.0
111493,-100.0,-100.0,-100.0
111508,-100.0,-100.0,-100.0
111527,-100.0,-100.0,-100.0
111546,-100.0,-100.0,-100.0
111570,-100.0,-100.0,-100.0
111588,-100.0,-100.0,-100.0
111612,-100.0,-100.0,-100.0
111629,-100.0,-100.0,-100.0
111654,-100.0,-100.0,-100.0
111671,-100.0,-100.0,-100.0
111697,-100.0,-100.0,-100.0
111716,-100.0,-100.0,-100.0
111728,-100.0,-100.0,-100.0
111747,-100.0,-100.0,-100.0
111771,-100.0,-100.0,-100.0
111788,-100.0,-100.0,-100.0
111813,-100.0,-100.0,-100.0
111828,-100.0,-100.0,-100.0
111855,-100.0,-100.0,-100.0
111870,-100.0,-100.0,-100.0
111897,-100.0,-100.0,-100.0
111913,-100.0,-100.0,-100.0
111928,-100.0,-100.0,-100.0
111946,-100.0,-100.0,-100.0
111972,-100.0,-100.0,-100.0
111987,-100.0,-100.0,-100.0
112014,-100.0,-100.0,-100.0
112028,-100.0,-100.0,-100.0
112056,-100.0,-100.0,-100.0
112075,-100.0,-100.0,-100.0
112102,-100.0,-100.0,-100.0
112125,-100.0,-100.0,-100.0
112141,-100.0,-100.0,-100.0
112153,-100.0,-100.0,-100.0
112170,-100.0,-100.0,-100.0
112196,-100.0,-100.0,-100.0
112220,-100.0,-100.0,-100.0
112243,-100.0,-100.0,-100.0
112261,-100.0,-100.0,-100.0
112293,-100.0,-100.0,-100.0
112313,-100.0,-100.0,-100.0
112339,-100.0,-100.0,-100.0
112357,-100.0,-100.0,-100.0
112374,-100.0,-100.0,-100.0
112404,-100.0,-100.0,-100.0
112435,-100.0,-100.0,-100.0
112454,-100.0,-100.0,-100.0
112482,-100.0,-100.0,-100.0
112496,-100.0,-100.0,-100.0
112521,-100.0,-100.0,-100.0
112539,-100.0,-100.0,-100.0
112564,-100.0,-100.0,-100.0
112581,-100.0,-100.0,-100.0
112600,-100.0,-100.0,-100.0
112617,-100.0,-100.0,-100.0
112644,-100.0,-100.0,-100.0
112660,-100.0,-100.0,-100.0
112687,-100.0,-100.0,-100.0
112706,-100.0,-100.0,-100.0
112729,-100.0,-100.0,-100.0
112745,-100.0,-100.0,-100.0
112772,-100.0,-100.0,-100.0
112788,-100.0,-100.0,-100.0
112802,-100.0,-100.0,-100.0
112818,-100.0,-100.0,-100.0
112844,-100.0,-100.0,-100.0
112860,-100.0,-100.0,-100.0
112884,-100.0,-100.0,-100.0
112901,-100.0,-100.0,-100.0
112926,-100.0,-100.0,-100.0
112943,-100.0,-100.0,-100.0
112969,-100.0,-100.0,-100.0
112988,-100.0,-100.0,-100.0
113008,-100.0,-100.0,-100.0
113026,-100.0,-100.0,-100.0
113051,-100.0,-100.0,-100.0
113069,-100.0,-100.0,-100.0
113096,-100.0,-100.0,-100.0
113114,-100.0,-100.0,-100.0
113139,-100.0,-100.0,-100.0
113156,-100.0,-100.0,-100.0
113181,-100.0,-100.0,-100.0
113198,-100.0,-100.0,-100.0
113213,-100.0,-100.0,-100.0
113230,-100.0,-100.0,-100.0
113254,-100.0,-100.0,-100.0
113270,-100.0,-100.0,-100.0
113297,-100.0,-100.0,-100.0
113311,-100.0,-100.0,-100.0
113336,-100.0,-100.0,-100.0
113353,-100.0,-100.0,-100.0
113381,-100.0,-100.0,-100.0
113399,-100.0,-100.0,-100.0
113413,-100.0,-100.0,-100.0
113414,-100.0,-100.0,-100.0
113423,-100.0,-100.0,-100.0
113438,-100.0,-100.0,-100.0
113456,-100.0,-100.0,-100.0
113460,-100.0,-100.0,-100.0
113461,-100.0,-100.0,-100.0
113467,-100.0,-100.0,-100.0
113471,-100.0,-100.0,-100.0
113480,-100.0,-100.0,-100.0
113489,-100.0,-100.0,-100.0
113492,-100.0,-100.0,-100.0
113495,-100.0,-100.0,-100.0
113507,-100.0,-100.0,-100.0
113510,-100.0,-100.0,-100.0
113511,-100.0,-100.0,-100.0
113540,-100.0,-100.0,-100.0
113543,-100.0,-100.0,-100.0
113547,-100.0,-100.0,-100.0
113557,-100.0,-100.0,-100.0
113577,-100.0,-100.0,-100.0
113582,-100.0,-100.0,-100.0
113583,-100.0,-100.0,-100.0
113594,-100.0,-100.0,-100.0
113598,-100.0,-100.0,-100.0
113599,-100.0,-100.0,-100.0
113613,-100.0,-100.0,-100.0
113618,-100.0,-100.0,-100.0
113625,-100.0,-100.0,-100.0
113637,-100.0,-100.0,-100.0
113641,-100.0,-100.0,-100.0
113654,-100.0,-100.0,-100.0
113655,-100.0,-100.0,-100.0
113671,-100.0,-100.0,-100.0
113676,-100.0,-100.0,-100.0
113690,-100.0,-100.0,-100.0
113695,-100.0,-100.0,-100.0
113697,-100.0,-100.0,-100.0
113712,-100.0,-100.0,-100.0
113726,-100.0,-100.0,-100.0
113730,-100.0,-100.0,-100.0
113738,-100.0,-100.0,-100.0
113755,-100.0,-100.0,-100.0
113759,-100.0,-100.0,-100.0
113764,-100.0,-100.0,-100.0
113779,-100.0,-100.0,-100.0
113780,-100.0,-100.0,-100.0
113797,-100.0,-100.0,-100.0
113804,-100.0,-100.0,-100.0
113812,-100.0,-100.0,-100.0
113823,-100.0,-100.0,-100.0
113834,-100.0,-100.0,-100.0
113839,-100.0,-100.0,-100.0
113849,-100.0,-100.0,-100.0
113860,-100.0,-100.0,-100.0
113865,-100.0,-100.0,-100.0
113871,-100.0,-100.0,-100.0
113876,-100.0,-100.0,-100.0
113881,-100.0,-100.0,-100.0
113889,-100.0,-100.0,-100.0
113903,-100.0,-100.0,-100.0
113912,-100.0,-100.0,-100.0
113920,-100.0,-100.0,-100.0
113925,-100.0,-100.0,-100.0
113931,-100.0,-100.0,-100.0
113943,-100.0,-100.0,-100.0
113944,-100.0,-100.0,-100.0
113949,-100.0,-100.0,-100.0
113959,-100.0,-100.0,-100.0
113962,-100.0,-100.0,-100.0
113965,-100.0,-100.0,-100.0
113976,-100.0,-100.0,-100.0
113987,-100.0,-100.0,-100.0
113998,-100.0,-100.0,-100.0
114004,-100.0,-100.0,-100.0
114013,-100.0,-100.0,-100.0
114019,-100.0,-100.0,-100.0
114030,-100.0,-100.0,-100.0
114034,-100.0,-100.0,-100.0
114051,-100.0,-100.0,-100.0
114052,-100.0,-100.0,-100.0
114063,-100.0,-100.0,-100.0
114065,-100.0,-100.0,-100.0
114068,-100.0,-100.0,-100.0
114070,-100.0,-100.0,-100.0
114076,-100.0,-100.0,-100.0
114085,-100.0,-100.0,-100.0
114088,-100.0,-100.0,-100.0
114108,-100.0,-100.0,-100.0
114111,-100.0,-100.0,-100.0
114122,-100.0,-100.0,-100.0
114126,-100.0,-100.0,-100.0
114129,-100.0,-100.0,-100.0
114140,-100.0,-100.0,-100.0
114150,-100.0,-100.0,-100.0
114161,-100.0,-100.0,-100.0
114168,-100.0,-100.0,-100.0
114175,-100.0,-100.0,-100.0
114192,-100.0,-100.0,-100.0
114197,-100.0,-100.0,-100.0
114210,-100.0,-100.0,-100.0
114211,-100.0,-100.0,-100.0
114217,-100.0,-100.0,-100.0
114227,-100.0,-100.0,-100.0
114233,-100.0,-100.0,-100.0
114248,-100.0,-100.0,-100.0
114260,-100.0,-100.0,-100.0
114270,-100.0,-100.0,-100.0
114272,-100.0,-100.0,-100.0
114291,-100.0,-100.0,-100.0
114292,-100.0,-100.0,-100.0
114305,-100.0,-100.0,-100.0
114306,-100.0,-100.0,-100.0
114311,-100.0,-100.0,-100.0
114321,-100.0,-100.0,-100.0
114325,-100.0,-100.0,-100.0
114347,-100.0,-100.0,-100.0
114348,-100.0,-100.0,-100.0
114360,-100.0,-100.0,-100.0
114365,-100.0,-100.0,-100.0
114366,-100.0,-100.0,-100.0
114376,-100.0,-100.0,-100.0
114394,-100.0,-100.0,-100.0
114400,-100.0,-100.0,-100.0
114409,-100.0,-100.0,-100.0
114413,-100.0,-100.0,-100.0
114416,-100.0,-100.0,-100.0
114430,-100.0,-100.0,-100.0
114451,-100.0,-100.0,-100.0
114453,-100.0,-100.0,-100.0
114464,-100.0,-100.0,-100.0
114471,-100.0,-100.0,-100.0
114473,-100.0,-100.0,-100.0
114489,-100.0,-100.0,-100.0
114492,-100.0,-100.0,-100.0
114508,-100.0,-100.0,-100.0
114515,-100.0,-100.0,-100.0
114523,-100.0,-100.0,-100.0
114530,-100.0,-100.0,-100.0
114534,-100.0,-100.0,-100.0
114540,-100.0,-100.0,-100.0
114545,-100.0,-100.0,-100.0
114552,-100.0,-100.0,-100.0
114556,-100.0,-100.0,-100.0
114576,-100.0,-100.0,-100.0
114579,-100.0,-100.0,-100.0
114591,-100.0,-100.0,-100.0
114594,-100.0,-100.0,-100.0
114599,-100.0,-100.0,-100.0
114620,-100.0,-100.0,-100.0
114626,-100.0,-100.0,-100.0
114633,-100.0,-100.0,-100.0
114641,-100.0,-100.0,-100.0
114644,-100.0,-100.0,-100.0
114658,-100.0,-100.0,-100.0
114667,-100.0,-100.0,-100.0
114679,-100.0,-100.0,-100.0
114683,-100.0,-100.0,-100.0
114700,-100.0,-100.0,-100.0
114702,-100.0,-100.0,-100.0
114717,-100.0,-100.0,-100.0
114721,-100.0,-100.0,-100.0
114727,-100.0,-100.0,-100.0
114738,-100.0,-100.0,-100.0
114742,-100.0,-100.0,-100.0
114762,-100.0,-100.0,-100.0
114767,-100.0,-100.0,-100.0
114779,-100.0,-100.0,-100.0
114790,-100.0,-100.0,-100.0
114798,-100.0,-100.0,-100.0
114808,-100.0,-100.0,-100.0
114813,-100.0,-100.0,-100.0
114829,-100.0,-100.0,-100.0
114830,-100.0,-100.0,-100.0
114843,-100.0,-100.0,-100.0
114857,-100.0,-100.0,-100.0
114865,-100.0,-100.0,-100.0
114875,-100.0,-100.0,-100.0
114877,-100.0,-100.0,-100.0
114884,-100.0,-100.0,-100.0
114895,-100.0,-100.0,-100.0
114899,-100.0,-100.0,-100.0
114916,-100.0,-100.0,-100.0
114918,-100.0,-100.0,-100.0
114920,-100.0,-100.0,-100.0
114930,-100.0,-100.0,-100.0
114942,-100.0,-100.0,-100.0
114953,-100.0,-100.0,-100.0
114956,-100.0,-100.0,-100.0
114962,-100.0,-100.0,-100.0
114970,-100.0,-100.0,-100.0
114972,-100.0,-100.0,-100.0
114992,-100.0,-100.0,-100.0
114993,-100.0,-100.0,-100.0
115011,-100.0,-100.0,-100.0
115014,-100.0,-100.0,-100.0
115029,-100.0,-100.0,-100.0
115034,-100.0,-100.0,-100.0
115052,-100.0,-100.0,-100.0
115055,-100.0,-100.0,-100.0
115079,-100.0,-100.0,-100.0
115090,-100.0,-100.0,-100.0
115097,-100.0,-100.0,-100.0
115116,-100.0,-100.0,-100.0
115123,-100.0,-100.0,-100.0
115139,-100.0,-100.0,-100.0
115147,-100.0,-100.0,-100.0
115152,-100.0,-100.0,-100.0
115162,-100.0,-100.0,-100.0
115182,-100.0,-100.0,-100.0
115193,-100.0,-100.0,-100.0
115208,-100.0,-100.0,-100.0
115214,-100.0,-100.0,-100.0
115226,-100.0,-100.0,-100.0
115227,-100.0,-100.0,-100.0
115252,-100.0,-100.0,-100.0
115269,-100.0,-100.0,-100.0
115270,-100.0,-100.0,-100.0
115281,-100.0,-100.0,-100.0
115301,-100.0,-100.0,-100.0
115308,-100.0,-100.0,-100.0
115318,-100.0,-100.0,-100.0
115323,-100.0,-100.0,-100.0
115343,-100.0,-100.0,-100.0
115344,-100.0,-100.0,-100.0
115345,-100.0,-100.0,-100.0
115355,-100.0,-100.0,-100.0
115374,-100.0,-100.0,-100.0
115378,-100.0,-100.0,-100.0
115391,-100.0,-100.0,-100.0
115397,-100.0,-100.0,-100.0
115416,-100.0,-100.0,-100.0
115427,-100.0,-100.0,-100.0
115437,-100.0,-100.0,-100.0
115451,-100.0,-100.0,-100.0
115472,-100.0,-100.0,-100.0
115488,-100.0,-100.0,-100.0
115497,-100.0,-100.0,-100.0
115515,-100.0,-100.0,-100.0
115530,-100.0,-100.0,-100.0
115558,-100.0,-100.0,-100.0
115573,-100.0,-100.0,-100.0
115578,-100.0,-100.0,-100.0
115591,-100.0,-100.0,-100.0
115593,-100.0,-100.0,-100.0
115596,-100.0,-100.0,-100.0
115611,-100.0,-100.0,-100.0
115613,-100.0,-100.0,-100.0
115625,-100.0,-100.0,-100.0
115638,-100.0,-100.0,-100.0
115651,-100.0,-100.0,-100.0
115660,-100.0,-100.0,-100.0
115678,-100.0,-100.0,-100.0
115690,-100.0,-100.0,-100.0
115702,-100.0,-100.0,-100.0
115703,-100.0,-100.0,-100.0
115723,-100.0,-100.0,-100.0
115725,-100.0,-100.0,-100.0
115736,-100.0,-100.0,-100.0
115748,-100.0,-100.0,-100.0
115758,-100.0,-100.0,-100.0
115765,-100.0,-100.0,-100.0
115766,-100.0,-100.0,-100.0
115778,-100.0,-100.0,-100.0
115779,-100.0,-100.0,-100.0
115791,-100.0,-100.0,-100.0
115799,-100.0,-100.0,-100.0
115823,-100.0,-100.0,-100.0
115827,-100.0,-100.0,-100.0
115837,-100.0,-100.0,-100.0
115841,-100.0,-100.0,-100.0
115865,-100.0,-100.0,-100.0
115871,-100.0,-100.0,-100.0
115882,-100.0,-100.0,-100.0
115895,-100.0,-100.0,-100.0
115910,-100.0,-100.0,-100.0
115926,-100.0,-100.0,-100.0
115927,-100.0,-100.0,-100.0
115942,-100.0,-100.0,-100.0
115954,-100.0,-100.0,-100.0
115963,-100.0,-100.0,-100.0
115970,-100.0,-100.0,-100.0
115971,-100.0,-100.0,-100.0
115990,-100.0,-100.0,-100.0
115991,-100.0,-100.0,-100.0
115997,-100.0,-100.0,-100.0
116004,-100.0,-100.0,-100.0
116014,-100.0,-100.0,-100.0
116025,-100.0,-100.0,-100.0
116028,-100.0,-100.0,-100.0
116045,-100.0,-100.0,-100.0
116050,-100.0,-100.0,-100.0
116062,-100.0,-100.0,-100.0
116079,-100.0,-100.0,-100.0
116083,-100.0,-100.0,-100.0
116095,-100.0,-100.0,-100.0
116102,-100.0,-100.0,-100.0
116115,-100.0,-100.0,-100.0
116125,-100.0,-100.0,-100.0
116142,-100.0,-100.0,-100.0
116152,-100.0,-100.0,-100.0
116164,-100.0,-100.0,-100.0
116167,-100.0,-100.0,-100.0
116169,-100.0,-100.0,-100.0
116179,-100.0,-100.0,-100.0
116185,-100.0,-100.0,-100.0
116200,-100.0,-100.0,-100.0
116201,-100.0,-100.0,-100.0
116203,-100.0,-100.0,-100.0
116219,-100.0,-100.0,-100.0
116233,-100.0,-100.0,-100.0
116243,-100.0,-100.0,-100.0
116248,-100.0,-100.0,-100.0
116261,-100.0,-100.0,-100.0
116276,-100.0,-100.0,-100.0
116285,-100.0,-100.0,-100.0
116288,-100.0,-100.0,-100.0
116294,-100.0,-100.0,-100.0
116304,-100.0,-100.0,-100.0
116313,-100.0,-100.0,-100.0
116329,-100.0,-100.0,-100.0
116347,-100.0,-100.0,-100.0
116360,-100.0,-100.0,-100.0
116372,-100.0,-100.0,-100.0
116383,-100.0,-100.0,-100.0
116389,-100.0,-100.0,-100.0
116396,-100.0,-100.0,-100.0
116415,-100.0,-100.0,-100.0
116419,-100.0,-100.0,-100.0
116421,-100.0,-100.0,-100.0
116422,-100.0,-100.0,-100.0
116445,-100.0,-100.0,-100.0
116453,-100.0,-100.0,-100.0
116455,-100.0,-100.0,-100.0
116462,-100.0,-100.0,-100.0
116471,-100.0,-100.0,-100.0
116472,-100.0,-100.0,-100.0
116495,-100.0,-100.0,-100.0
116497,-100.0,-100.0,-100.0
116508,-100.0,-100.0,-100.0
116513,-100.0,-100.0,-100.0
116532,-100.0,-100.0,-100.0
116539,-100.0,-100.0,-100.0
116542,-100.0,-100.0,-100.0
116558,-100.0,-100.0,-100.0
116571,-100.0,-100.0,-100.0
116580,-100.0,-100.0,-100.0
116583,-100.0,-100.0,-100.0
116584,-100.0,-100.0,-100.0
116595,-100.0,-100.0,-100.0
116601,-100.0,-100.0,-100.0
116617,-100.0,-100.0,-100.0
116622,-100.0,-100.0,-100.0
116626,-100.0,-100.0,-100.0
116637,-100.0,-100.0,-100.0
116660,-100.0,-100.0,-100.0
116667,-100.0,-100.0,-100.0
116673,-100.0,-100.0,-100.0
116690,-100.0,-100.0,-100.0
116696,-100.0,-100.0,-100.0
116707,-100.0,-100.0,-100.0
116714,-100.0,-100.0,-100.0
116732,-100.0,-100.0,-100.0
116735,-100.0,-100.0,-100.0
116748,-100.0,-100.0,-100.0
116761,-100.0,-100.0,-100.0
116778,-100.0,-100.0,-100.0
116787,-100.0,-100.0,-100.0
116798,-100.0,-100.0,-100.0
116809,-100.0,-100.0,-100.0
116826,-100.0,-100.0,-100.0
116827,-100.0,-100.0,-100.0
116835,-100.0,-100.0,-100.0
116851,-100.0,-100.0,-100.0
116853,-100.0,-100.0,-100.0
116854,-100.0,-100.0,-100.0
116859,-100.0,-100.0,-100.0
116873,-100.0,-100.0,-100.0
116878,-100.0,-100.0,-100.0
116885,-100.0,-100.0,-100.0
116893,-100.0,-100.0,-100.0
116902,-100.0,-100.0,-100.0
116924,-100.0,-100.0,-100.0
116929,-100.0,-100.0,-100.0
116933,-100.0,-100.0,-100.0
116945,-100.0,-100.0,-100.0
116958,-100.0,-100.0,-100.0
116967,-100.0,-100.0,-100.0
116972,-100.0,-100.0,-100.0
116988,-100.0,-100.0,-100.0
117015,-100.0,-100.0,-100.0
117019,-100.0,-100.0,-100.0
117028,-100.0,-100.0,-100.0
117032,-100.0,-100.0,-100.0
117034,-100.0,-100.0,-100.0
117049,-100.0,-100.0,-100.0
117050,-100.0,-100.0,-100.0
117056,-100.0,-100.0,-100.0
117070,-100.0,-100.0,-100.0
117071,-100.0,-100.0,-100.0
117076,-100.0,-100.0,-100.0
117092,-100.0,-100.0,-100.0
117094,-100.0,-100.0,-100.0
117108,-100.0,-100.0,-100.0
117109,-100.0,-100.0,-100.0
117123,-100.0,-100.0,-100.0
117128,-100.0,-100.0,-100.0
117136,-100.0,-100.0,-100.0
117141,-100.0,-100.0,-100.0
117146,-100.0,-100.0,-100.0
117154,-100.0,-100.0,-100.0
117158,-100.0,-100.0,-100.0
117163,-100.0,-100.0,-100.0
117176,-100.0,-100.0,-100.0
117180,-100.0,-100.0,-100.0
117193,-100.0,-100.0,-100.0
117198,-100.0,-100.0,-100.0
117199,-100.0,-100.0,-100.0
117210,-100.0,-100.0,-100.0
117211,-100.0,-100.0,-100.0
117224,-100.0,-100.0,-100.0
117242,-100.0,-100.0,-100.0
117268,-100.0,-100.0,-100.0
117275,-100.0,-100.0,-100.0
117301,-100.0,-100.0,-100.0
117324,-100.0,-100.0,-100.0
117342,-100.0,-100.0,-100.0
117369,-100.0,-100.0,-100.0
117388,-100.0,-100.0,-100.0
117411,-100.0,-100.0,-100.0
117430,-100.0,-100.0,-100.0
117458,-100.0,-100.0,-100.0
117476,-100.0,-100.0,-100.0
117489,-100.0,-100.0,-100.0
117507,-100.0,-100.0,-100.0
117534,-100.0,-100.0,-100.0
117552,-100.0,-100.0,-100.0
117577,-100.0,-100.0,-100.0
117597,-100.0,-100.0,-100.0
117623,-100.0,-100.0,-100.0
117640,-100.0,-100.0,-100.0
117666,-100.0,-100.0,-100.0
117684,-100.0,-100.0,-100.0
117698,-100.0,-100.0,-100.0
117714,-100.0,-100.0,-100.0
117740,-100.0,-100.0,-100.0
117758,-100.0,-100.0,-100.0
117784,-100.0,-100.0,-100.0
117802,-100.0,-100.0,-100.0
117829,-100.0,-100.0,-100.0
117847,-100.0,-100.0,-100.0
117871,-100.0,-100.0,-100.0
117898,-100.0,-100.0,-100.0
117915,-100.0,-100.0,-100.0
117938,-100.0,-100.0,-100.0
117969,-100.0,-100.0,-100.0
117991,-100.0,-100.0,-100.0
118010,-100.0,-100.0,-100.0
118034,-100.0,-100.0,-100.0
118055,-100.0,-100.0,-100.0
118094,-100.0,-100.0,-100.0
118111,-100.0,-100.0,-100.0
118126,-100.0,-100.0,-100.0
118148,-100.0,-100.0,-100.0
118174,-100.0,-100.0,-100.0
118189,-100.0,-100.0,-100.0
118215,-100.0,-100.0,-100.0
118231,-100.0,-100.0,-100.0
118258,-100.0,-100.0,-100.0
118277,-100.0,-100.0,-100.0
118308,-100.0,-100.0,-100.0
118330,-100.0,-100.0,-100.0
118345,-100.0,-100.0,-100.0
118362,-100.0,-100.0,-100.0
118388,-100.0,-100.0,-100.0
118407,-100.0,-100.0,-100.0
118431,-100.0,-100.0,-100.0
118449,-100.0,-100.0,-100.0
118474,-100.0,-100.0,-100.0
118492,-100.0,-100.0,-100.0
118520,-100.0,-100.0,-100.0
118537,-100.0,-100.0,-100.0
118553,-100.0,-100.0,-100.0
118572,-100.0,-100.0,-100.0
118599,-100.0,-100.0,-100.0
118620,-100.0,-100.0,-100.0
118644,-100.0,-100.0,-100.0
118662,-100.0,-100.0,-100.0
119522,-100.0,-100.0,-100.0
119545,-100.0,-100.0,-100.0
119572,-100.0,-100.0,-100.0
119589,-100.0,-100.0,-100.0
119613,-100.0,-100.0,-100.0
178290,-100.0,-100.0,-100.0
178305,-100.0,-100.0,-100.0
178342,-100.0,-100.0,-100.0
178353,-100.0,-100.0,-100.0
178384,-100.0,-100.0,-100.0
178399,-100.0,-100.0,-100.0
178426,-100.0,-100.0,-100.0
178440,-100.0,-100.0,-100.0
178470,-100.0,-100.0,-100.0
178479,-100.0,-100.0,-100.0
178506,-100.0,-100.0,-100.0
178521,-100.0,-100.0,-100.0
178538,-100.0,-100.0,-100.0
178548,-100.0,-100.0,-100.0
178574,-100.0,-100.0,-100.0
178582,-100.0,-100.0,-100.0
178608,-100.0,-100.0,-100.0
178617,-100.0,-100.0,-100.0
178639,-100.0,-100.0,-100.0
178649,-100.0,-100.0,-100.0
178673,-100.0,-100.0,-100.0
178684,-100.0,-100.0,-100.0
178710,-100.0,-100.0,-100.0
178719,-100.0,-100.0,-100.0
178731,-100.0,-100.0,-100.0
178740,-100.0,-100.0,-100.0
178767,-100.0,-100.0,-100.0
178778,-100.0,-100.0,-100.0
178803,-100.0,-100.0,-100.0
178814,-100.0,-100.0,-100.0
178840,-100.0,-100.0,-100.0
178851,-100.0,-100.0,-100.0
178876,-100.0,-100.0,-100.0
178887,-100.0,-100.0,-100.0
178911,-100.0,-100.0,-100.0
178918,-100.0,-100.0,-100.0
178943,-100.0,-100.0,-100.0
178954,-100.0,-100.0,-100.0
178967,-100.0,-100.0,-100.0
178979,-100.0,-100.0,-100.0
179005,-100.0,-100.0,-100.0
179013,-100.0,-100.0,-100.0
179038,-100.0,-100.0,-100.0
179048,-100.0,-100.0,-100.0
179073,-100.0,-100.0,-100.0
179082,-100.0,-100.0,-100.0
179108,-100.0,-100.0,-100.0
179118,-100.0,-100.0,-100.0
179143,-100.0,-100.0,-100.0
179153,-100.0,-100.0,-100.0
179179,-100.0,-100.0,-100.0
179187,-100.0,-100.0,-100.0
179195,-100.0,-100.0,-100.0
179204,-100.0,-100.0,-100.0
179212,-100.0,-100.0,-100.0
179236,-100.0,-100.0,-100.0
179247,-100.0,-100.0,-100.0
179272,-100.0,-100.0,-100.0
179282,-100.0,-100.0,-100.0
179310,-100.0,-100.0,-100.0
179320,-100.0,-100.0,-100.0
179331,-100.0,-100.0,-100.0
179344,-100.0,-100.0,-100.0
179371,-100.0,-100.0,-100.0
179380,-100.0,-100.0,-100.0
179399,-100.0,-100.0,-100.0
