,AYYSG3O9FNU15,AOEGJLWFISOZQ,AU2980AA60A2C,A93LDI16XJWI8
248874,,-100.0,-100.0,-100.0
248890,,-100.0,-100.0,-100.0
248909,,-100.0,-100.0,-100.0
248924,,-100.0,-100.0,-100.0
248939,,-100.0,-100.0,-100.0
248959,,-100.0,-100.0,-100.0
248974,,-100.0,-100.0,-100.0
248989,,-100.0,-100.0,-100.0
249007,,-100.0,-100.0,-100.0
249023,,-100.0,-100.0,-100.0
249039,,-100.0,-100.0,-100.0
250606,,-100.0,-100.0,-100.0
250623,,-100.0,-100.0,-100.0
250637,,-100.0,-100.0,-100.0
250653,,-100.0,-100.0,-100.0
250667,,-100.0,-100.0,-100.0
252607,,-100.0,-100.0,-100.0
252623,,-100.0,-100.0,-100.0
252638,,-100.0,-100.0,-100.0
252653,,-100.0,-100.0,-100.0
252669,,-100.0,-100.0,-100.0
252695,,-100.0,-100.0,-100.0
252710,,-100.0,-100.0,-100.0
252726,,-100.0,-100.0,-100.0
265222,,-100.0,-100.0,-100.0
265241,,-100.0,-100.0,-100.0
265274,,-100.0,-100.0,-100.0
265322,,-100.0,-100.0,-100.0
265356,,-100.0,-100.0,-100.0
265388,,-100.0,-100.0,-100.0
270305,,-100.0,-100.0,-100.0
270324,,-100.0,-100.0,-100.0
270355,,-100.0,-100.0,-100.0
270406,,-100.0,-100.0,-100.0
270438,,-100.0,-100.0,-100.0
270489,,-100.0,-100.0,-100.0
274298,,-100.0,-100.0,-100.0
274299,-98.0,-100.0,-100.0,-100.0
274340,-97.0,-100.0,-100.0,-100.0
274380,-95.0,-100.0,-100.0,-100.0
274421,-93.0,-100.0,-100.0,-100.0
274461,-90.0,-100.0,-100.0,-100.0
274502,-88.0,-100.0,-100.0,-100.0
274542,-85.0,-100.0,-100.0,-100.0
274583,-83.0,-100.0,-100.0,-100.0
274584,,-100.0,-100.0,-100.0
274724,,-100.0,-100.0,-100.0
274742,,-100.0,-100.0,-100.0
274757,,-100.0,-100.0,-100.0
274775,,-100.0,-100.0,-100.0
274790,,-100.0,-100.0,-100.0
274808,,-100.0,-100.0,-100.0
274825,,-100.0,-100.0,-100.0
274841,,-100.0,-100.0,-100.0
274857,,-100.0,-100.0,-100.0
274875,,-100.0,-100.0,-100.0
274891,,-100.0,-100.0,-100.0
274908,,-100.0,-100.0,-100.0
274925,,-100.0,-100.0,-100.0
274942,,-100.0,-100.0,-100.0
274956,,-100.0,-100.0,-100.0
274958,,-100.0,-100.0,-100.0
274972,,-100.0,-100.0,-100.0
274974,,-100.0,-100.0,-100.0
274992,,-100.0,-100.0,-100.0
275004,,-100.0,-100.0,-100.0
275008,,-100.0,-100.0,-100.0
275021,,-100.0,-100.0,-100.0
275025,,-100.0,-100.0,-100.0
275039,,-100.0,-100.0,-100.0
275040,,-100.0,-100.0,-100.0
275054,,-100.0,-100.0,-100.0
275058,,-100.0,-100.0,-100.0
275070,,-100.0,-100.0,-100.0
275075,,-100.0,-100.0,-100.0
275086,,-100.0,-100.0,-100.0
275091,,-100.0,-100.0,-100.0
275105,,-100.0,-100.0,-100.0
275108,,-100.0,-100.0,-100.0
275124,,-100.0,-100.0,-100.0
275137,,-100.0,-100.0,-100.0
275141,,-100.0,-100.0,-100.0
275158,,-100.0,-100.0,-100.0
275174,,-100.0,-100.0,-100.0
275188,,-100.0,-100.0,-100.0
275191,,-99.5,-100.0,-100.0
275205,,-99.0,-100.0,-100.0
275208,,-98.5,-100.0,-100.0
275222,,-98.0,-100.0,-100.0
275239,,-97.0,-100.0,-100.0
275255,,-95.0,-100.0,-100.0
275272,,-94.0,-100.0,-100.0
275288,,-93.0,-100.0,-100.0
275305,,-92.0,-100.0,-100.0
275322,,-91.0,-100.0,-100.0
275338,,-90.0,-100.0,-100.0
275355,,-89.0,-100.0,-100.0
275372,,-88.0,-100.0,-100.0
275389,,-87.0,-100.0,-100.0
275405,,-86.0,-100.0,-100.0
275422,,-84.0,-100.0,-100.0
275439,,-83.0,-100.0,-100.0
275455,,-82.0,-100.0,-100.0
275468,,-81.5,-100.0,-100.0
275472,,-81.0,-100.0,-100.0
275483,,-80.5,-100.0,-100.0
275489,,-80.0,-100.0,-100.0
275499,,-79.5,-100.0,-100.0
275505,,-79.0,-100.0,-100.0
275514,,-78.5,-100.0,-100.0
275522,,-78.0,-100.0,-100.0
275539,,-77.0,-100.0,-100.0
275540,,-76.0,-100.0,-100.0
275555,,-75.0,-100.0,-100.0
275571,,-74.5,-100.0,-100.0
275572,,-74.0,-100.0,-100.0
275586,,-73.5,-100.0,-100.0
275589,,-73.0,-100.0,-100.0
275600,,-72.5,-100.0,-100.0
275605,,-72.0,-100.0,-100.0
275618,,-71.66666666666667,-100.0,-100.0
275621,,-71.33333333333333,-100.0,-100.0
275622,,-71.0,-100.0,-100.0
275631,,-70.5,-100.0,-100.0
275639,,-70.0,-100.0,-100.0
275655,,-70.0,-100.0,-100.0
275658,,-70.0,-100.0,-100.0
275672,,-70.0,-100.0,-100.0
275673,,-70.0,-100.0,-100.0
275675,,-70.0,-100.0,-100.0
275688,,-70.0,-99.66666666666667,-100.0
275689,,-70.0,-99.33333333333333,-100.0
275693,,-70.0,-99.0,-100.0
275704,,-70.0,-98.77777777777777,-100.0
275705,,-70.0,-98.55555555555556,-100.0
275712,,-70.0,-98.33333333333333,-100.0
275719,,-70.0,-98.11111111111111,-100.0
275724,,-70.0,-97.88888888888889,-100.0
275725,-82.0,-70.0,-97.66666666666667,-100.0
275736,-82.2,-70.0,-97.44444444444444,-100.0
275737,-82.4,-70.0,-97.22222222222223,-100.0
275745,-82.6,-70.0,-97.0,-100.0
275751,-82.8,-70.0,-96.33333333333333,-100.0
275765,-83.0,-70.0,-95.66666666666667,-100.0
275774,-83.5,-70.0,-95.0,-100.0
275791,-84.0,-70.0,-94.0,-100.0
275792,-84.5,-70.0,-93.0,-100.0
275806,-85.0,-70.0,-93.0,-100.0
275807,-85.75,-70.0,-93.0,-100.0
275822,-86.5,-70.0,-93.0,-100.0
275837,-87.25,-70.0,-93.0,-100.0
275846,-88.0,-70.0,-93.0,-100.0
275847,,-70.0,-93.0,-100.0
275853,,-70.0,-93.0,-100.0
275868,,-70.0,-93.0,-100.0
275883,,-70.0,-93.0,-100.0
275902,,-70.0,-93.0,-100.0
275977,,-70.0,-93.0,-100.0
276011,,-70.0,-93.0,-100.0
276077,,-70.0,-93.0,-100.0
276094,,-70.0,-92.0,-100.0
276150,,-70.0,-92.0,-100.0
276184,,-70.0,-92.0,-100.0
276274,,-70.0,-92.0,-100.0
276314,,-70.0,-92.0,-100.0
276451,,-70.0,-92.0,-100.0
276480,,-70.0,-92.0,-100.0
277858,,-70.0,-92.0,-100.0
277875,,-71.0,-92.0,-100.0
277891,,-72.0,-92.0,-100.0
277908,,-73.0,-92.0,-100.0
277925,,-74.0,-92.0,-100.0
277942,,-75.0,-92.0,-100.0
277955,,-76.0,-92.0,-100.0
277958,,-77.0,-92.0,-100.0
277972,,-77.5,-92.0,-100.0
277975,,-78.0,-92.0,-100.0
277992,,-79.0,-92.0,-100.0
278003,,-79.5,-92.0,-100.0
278008,,-80.0,-92.0,-100.0
278022,,-80.5,-92.0,-100.0
278025,,-81.0,-92.0,-100.0
278038,,-81.5,-92.0,-100.0
278042,,-82.0,-92.0,-100.0
278058,,-83.0,-92.0,-100.0
278071,,-83.5,-92.0,-100.0
278075,,-84.0,-92.0,-100.0
278088,,-84.5,-92.0,-100.0
278092,,-85.0,-92.0,-100.0
278108,,-87.0,-92.0,-100.0
278123,,-87.5,-92.0,-100.0
278125,,-88.0,-92.0,-100.0
278142,,-89.0,-92.0,-100.0
278153,,-89.5,-92.0,-100.0
278158,,-90.0,-92.0,-100.0
278171,,-90.5,-92.0,-100.0
278175,,-91.0,-92.0,-100.0
278188,,-91.5,-92.0,-100.0
278192,,-92.0,-92.0,-100.0
278206,,-92.5,-92.0,-100.0
278208,,-93.0,-92.0,-100.0
278226,,-94.0,-92.0,-100.0
278242,,-95.0,-92.0,-100.0
278258,,-97.0,-92.0,-100.0
278275,,-98.0,-92.0,-100.0
278292,,-99.0,-92.0,-100.0
278309,,-100.0,-92.0,-100.0
278766,,-100.0,-92.0,-100.0
278767,-89.0,-100.0,-92.0,-100.0
278808,-90.0,-100.0,-92.0,-100.0
278849,-92.0,-100.0,-92.0,-100.0
278891,-95.0,-100.0,-92.0,-100.0
279080,-95.0,-100.0,-92.0,-100.0
279095,-95.0,-100.0,-92.0,-100.0
279109,-95.0,-100.0,-92.0,-100.0
279126,-95.0,-100.0,-92.0,-100.0
279141,-95.0,-100.0,-92.0,-100.0
279155,-95.0,-100.0,-92.0,-100.0
279171,-95.0,-100.0,-92.0,-100.0
279188,-95.0,-100.0,-92.0,-100.0
279213,-95.0,-100.0,-92.0,-100.0
279227,-95.0,-100.0,-92.0,-100.0
279245,-95.0,-100.0,-92.0,-100.0
279259,-95.0,-100.0,-92.0,-100.0
279273,-95.0,-100.0,-92.0,-100.0
280761,-95.0,-100.0,-92.0,-100.0
280780,-95.0,-100.0,-93.0,-100.0
280812,-95.0,-100.0,-94.0,-100.0
280845,-95.0,-100.0,-96.0,-100.0
281480,-95.0,-100.0,-96.0,-100.0
281496,-95.0,-100.0,-97.0,-100.0
281529,-95.0,-100.0,-99.0,-100.0
281546,-95.0,-100.0,-100.0,-100.0
283659,-95.0,-100.0,-100.0,-100.0
283676,-95.0,-100.0,-100.0,-100.0
283691,-95.0,-100.0,-100.0,-100.0
283708,-95.0,-100.0,-100.0,-100.0
283724,-95.0,-100.0,-100.0,-100.0
283741,-95.0,-100.0,-100.0,-100.0
283758,-95.0,-100.0,-100.0,-100.0
283775,-95.0,-100.0,-100.0,-100.0
283792,-95.0,-100.0,-100.0,-100.0
283808,-95.0,-100.0,-100.0,-100.0
283824,-95.0,-100.0,-100.0,-100.0
283841,-95.0,-100.0,-100.0,-100.0
283857,-95.0,-100.0,-100.0,-100.0
283875,-95.0,-100.0,-100.0,-100.0
283892,-95.0,-100.0,-100.0,-100.0
283908,-95.0,-100.0,-100.0,-100.0
283925,-95.0,-100.0,-100.0,-100.0
283942,-95.0,-100.0,-100.0,-100.0
283959,-95.0,-100.0,-100.0,-100.0
283974,-95.0,-100.0,-100.0,-100.0
283991,-95.0,-100.0,-100.0,-100.0
284008,-95.0,-100.0,-100.0,-100.0
284025,-95.0,-100.0,-100.0,-100.0
284041,-95.0,-100.0,-100.0,-100.0
284059,-95.0,-100.0,-100.0,-100.0
284075,-95.0,-100.0,-100.0,-100.0
284091,-95.0,-100.0,-100.0,-100.0
284108,-95.0,-100.0,-100.0,-100.0
284124,-95.0,-100.0,-100.0,-100.0
286432,-95.0,-100.0,-100.0,-100.0
286472,-96.0,-100.0,-100.0,-100.0
286513,-98.0,-100.0,-100.0,-100.0
286514,,-100.0,-100.0,-100.0
287419,,-100.0,-100.0,-100.0
287436,,-99.0,-100.0,-100.0
287452,,-98.0,-100.0,-100.0
287719,,-98.0,-100.0,-100.0
287736,,-97.0,-100.0,-100.0
287752,,-96.0,-100.0,-100.0
287769,,-94.0,-100.0,-100.0
287785,,-93.0,-100.0,-100.0
287802,,-92.0,-100.0,-100.0
287820,,-91.0,-100.0,-100.0
292474,,-91.0,-100.0,-100.0
292487,,-90.5,-100.0,-100.0
292491,,-90.0,-99.5,-100.0
292505,,-89.0,-99.0,-100.0
292508,,-88.0,-98.5,-100.0
292524,,-87.0,-98.0,-100.0
292541,,-86.0,-97.5,-100.0
292556,,-85.5,-97.0,-100.0
292558,,-85.0,-97.0,-100.0
292574,,-84.0,-97.0,-100.0
292591,,-83.0,-97.0,-100.0
292608,,-82.0,-97.0,-100.0
292624,,-81.0,-97.0,-100.0
292641,,-80.0,-97.0,-100.0
292955,,-80.0,-97.0,-100.0
292973,,-80.0,-96.0,-100.0
293006,,-80.0,-95.0,-100.0
293040,,-80.0,-93.0,-100.0
293343,,-80.0,-93.0,-100.0
293362,,-80.0,-92.0,-100.0
293375,,-80.0,-91.66666666666667,-100.0
293391,,-80.0,-91.33333333333333,-100.0
293407,,-80.0,-91.0,-100.0
293409,,-80.0,-91.0,-100.0
293425,,-80.0,-91.0,-100.0
293441,,-80.0,-91.0,-100.0
293457,,-80.0,-91.0,-100.0
293474,,-80.0,-91.0,-100.0
293491,,-80.0,-91.0,-100.0
293521,,-80.0,-91.0,-100.0
293544,,-80.0,-91.0,-100.0
293597,,-80.0,-91.0,-100.0
293610,,-80.0,-91.0,-100.0
293657,,-80.0,-91.0,-100.0
293689,,-80.0,-91.0,-100.0
293707,,-80.0,-91.0,-100.0
293714,,-80.0,-91.0,-100.0
293725,,-80.0,-91.0,-100.0
293729,,-80.0,-91.0,-100.0
293742,,-80.0,-91.0,-100.0
293757,,-80.0,-91.0,-100.0
293774,,-80.0,-91.0,-100.0
293792,,-80.0,-91.0,-100.0
293807,,-80.0,-91.0,-100.0
293824,,-80.0,-91.0,-100.0
293841,,-80.0,-91.0,-100.0
293844,,-80.0,-91.0,-100.0
293858,,-80.0,-91.0,-100.0
293860,,-80.0,-91.0,-100.0
293896,,-80.0,-91.0,-100.0
293994,,-80.0,-91.0,-100.0
294014,,-80.0,-91.0,-100.0
294187,,-80.0,-91.0,-100.0
294205,,-80.0,-91.0,-100.0
294426,,-80.0,-91.0,-100.0
294443,,-81.0,-91.0,-100.0
294456,,-82.0,-91.0,-100.0
294460,,-83.0,-91.0,-100.0
294476,,-84.0,-91.0,-100.0
294488,,-84.5,-91.0,-100.0
294493,,-85.0,-91.0,-100.0
294510,,-86.0,-91.0,-100.0
294519,,-86.5,-91.0,-100.0
294526,,-87.0,-91.0,-100.0
294543,,-88.0,-91.0,-100.0
294553,,-88.5,-91.0,-100.0
294560,,-89.0,-91.0,-100.0
294589,,-89.0,-91.0,-100.0
294737,,-89.0,-91.0,-100.0
294756,,-89.0,-91.0,-100.0
294787,,-89.0,-91.0,-100.0
294802,,-89.0,-91.0,-100.0
294820,,-89.0,-91.0,-100.0
294953,,-89.0,-91.0,-100.0
294973,,-89.0,-91.0,-100.0
294975,,-89.0,-91.0,-100.0
294992,,-89.0,-91.0,-100.0
295006,,-89.0,-91.0,-100.0
295007,,-89.0,-91.0,-100.0
295020,,-89.0,-91.0,-100.0
295025,,-89.0,-91.0,-100.0
295036,,-89.0,-91.0,-100.0
295041,,-89.0,-91.0,-100.0
295055,,-89.0,-91.0,-100.0
295058,,-89.0,-91.0,-100.0
295071,,-89.0,-91.0,-100.0
295074,,-89.0,-91.0,-100.0
295090,,-89.0,-91.0,-100.0
295108,,-89.0,-91.0,-100.0
295125,,-89.0,-91.0,-100.0
295133,,-89.0,-91.0,-100.0
295134,-99.0,-89.0,-91.0,-100.0
295141,-98.66666666666667,-89.0,-91.0,-100.0
295158,-98.33333333333333,-89.0,-91.0,-100.0
295174,-98.0,-89.0,-91.0,-100.0
295211,-96.5,-89.0,-91.0,-100.0
295215,-95.0,-88.5,-91.0,-100.0
295230,-94.0,-88.0,-91.0,-100.0
295257,-93.0,-87.0,-91.0,-100.0
295261,-92.25,-86.0,-91.0,-100.0
295277,-91.5,-84.0,-91.0,-100.0
295294,-90.75,-83.0,-91.0,-100.0
295298,-90.0,-82.5,-91.0,-100.0
295311,-89.33333333333333,-82.0,-91.0,-100.0
295327,-88.66666666666667,-81.0,-91.0,-100.0
295339,-88.0,-80.5,-91.0,-100.0
295344,-88.01851851851852,-80.0,-91.0,-100.0
295361,-88.03703703703704,-79.0,-91.0,-100.0
295377,-88.05555555555556,-78.0,-91.0,-100.0
295394,-88.07407407407408,-77.0,-91.0,-100.0
295411,-88.0925925925926,-76.0,-91.0,-100.0
295428,-88.11111111111111,-74.0,-91.0,-100.0
295441,-88.12962962962963,-73.5,-91.0,-100.0
295444,-88.14814814814815,-73.0,-91.0,-100.0
295459,-88.16666666666667,-72.5,-91.0,-100.0
295461,-88.18518518518519,-72.0,-91.0,-100.0
295474,-88.20370370370371,-71.5,-91.0,-100.0
295477,-88.22222222222223,-71.0,-91.0,-100.0
295491,-88.24074074074075,-70.5,-91.0,-100.0
295494,-88.25925925925925,-70.0,-91.0,-100.0
295508,-88.27777777777777,-69.5,-91.0,-100.0
295511,-88.29629629629629,-69.0,-91.0,-100.0
295516,-88.31481481481481,-68.66666666666667,-91.0,-100.0
295524,-88.33333333333333,-68.33333333333333,-91.0,-99.66666666666667
295528,-88.35185185185185,-68.0,-91.0,-99.33333333333333
295534,-88.37037037037037,-67.66666666666667,-91.0,-99.0
295542,-88.38888888888889,-67.33333333333333,-91.0,-98.66666666666667
295544,-88.4074074074074,-67.0,-91.0,-98.33333333333333
295550,-88.42592592592592,-66.5,-91.0,-98.0
295561,-88.44444444444444,-66.0,-91.0,-97.5
295566,-88.46296296296296,-65.5,-91.0,-97.0
295578,-88.48148148148148,-65.0,-91.0,-96.5
295583,-88.5,-64.0,-91.0,-96.0
295594,-88.51851851851852,-63.0,-91.0,-95.5
295600,-88.53703703703704,-62.5,-91.0,-95.0
295611,-88.55555555555556,-62.0,-91.0,-94.5
295616,-88.57407407407408,-61.666666666666664,-91.0,-94.0
295625,-88.5925925925926,-61.333333333333336,-91.0,-94.0
295628,-88.61111111111111,-61.0,-91.0,-94.0
295643,-88.62962962962963,-60.5,-91.0,-94.0
295644,-88.64814814814815,-60.0,-91.0,-94.0
295658,-88.66666666666667,-59.5,-91.0,-94.0
295661,-88.68518518518519,-59.0,-91.0,-94.0
295674,-88.70370370370371,-58.5,-91.0,-94.0
295678,-88.72222222222223,-58.0,-91.0,-94.0
295692,-88.74074074074075,-57.5,-91.0,-94.0
295694,-88.75925925925925,-57.0,-91.0,-94.0
295708,-88.77777777777777,-56.5,-91.0,-94.0
295711,-88.79629629629629,-56.0,-91.0,-94.0
295724,-88.81481481481481,-56.0,-91.0,-94.0
295792,-88.83333333333333,-56.0,-91.0,-94.0
295809,-88.85185185185185,-56.0,-91.0,-94.0
295825,-88.87037037037037,-56.0,-91.0,-94.0
295841,-88.88888888888889,-56.0,-91.0,-94.0
295850,-88.9074074074074,-56.0,-91.0,-94.0
295858,-88.92592592592592,-56.0,-91.0,-93.5
295868,-88.94444444444444,-56.0,-91.0,-93.0
295883,-88.96296296296296,-56.0,-91.0,-92.0
295900,-88.98148148148148,-56.0,-91.0,-91.0
295911,-89.0,-56.0,-91.0,-90.5
295916,-89.25,-56.0,-91.0,-90.0
295934,-89.5,-56.0,-91.0,-89.0
295950,-89.75,-56.0,-91.0,-87.0
295952,-90.0,-56.0,-91.0,-86.5
295966,-90.66666666666667,-56.0,-91.0,-86.0
295983,-91.33333333333333,-56.0,-91.0,-85.0
295993,-92.0,-56.0,-91.0,-84.5
296000,-92.02941176470588,-56.0,-91.0,-84.0
296011,-92.05882352941177,-56.0,-91.0,-83.5
296016,-92.08823529411765,-55.5,-91.0,-83.0
296029,-92.11764705882354,-55.0,-91.0,-82.5
296033,-92.1470588235294,-54.5,-91.0,-82.0
296045,-92.17647058823529,-54.0,-91.0,-81.5
296050,-92.20588235294117,-53.5,-91.0,-81.0
296062,-92.23529411764706,-53.0,-91.0,-80.5
296066,-92.26470588235294,-52.666666666666664,-91.0,-80.0
296075,-92.29411764705883,-52.333333333333336,-91.0,-79.66666666666667
296078,-92.32352941176471,-52.0,-91.0,-79.33333333333333
296083,-92.3529411764706,-51.666666666666664,-91.0,-79.0
296091,-92.38235294117646,-51.333333333333336,-91.0,-78.33333333333333
296095,-92.41176470588235,-51.0,-91.0,-77.66666666666667
296100,-92.44117647058823,-50.75,-91.0,-77.0
296102,-92.47058823529412,-50.5,-91.0,-76.75
296107,-92.5,-50.25,-91.0,-76.5
296111,-92.52941176470588,-50.0,-91.0,-76.25
296116,-92.55882352941177,-49.75,-91.0,-76.0
296122,-92.58823529411765,-49.5,-91.0,-75.75
296124,-92.61764705882354,-49.25,-91.0,-75.5
296128,-92.6470588235294,-49.0,-91.0,-75.25
296133,-92.67647058823529,-48.75,-91.0,-75.0
296139,-92.70588235294117,-48.5,-91.0,-74.75
296141,-92.73529411764706,-48.25,-91.0,-74.5
296145,-92.76470588235294,-48.0,-91.0,-74.25
296150,-92.79411764705883,-47.666666666666664,-91.0,-74.0
296158,-92.82352941176471,-47.333333333333336,-91.0,-73.66666666666667
296161,-92.8529411764706,-47.0,-91.0,-73.33333333333333
296166,-92.88235294117646,-46.333333333333336,-91.0,-73.0
296170,-92.91176470588235,-45.666666666666664,-91.0,-72.66666666666667
296178,-92.94117647058823,-45.0,-91.0,-72.33333333333333
296183,-92.97058823529412,-45.0,-91.0,-72.0
296197,-93.0,-45.0,-91.0,-71.5
296200,-93.2,-45.0,-91.0,-71.0
296204,-93.4,-45.0,-91.0,-70.5
296216,-93.6,-45.0,-91.0,-70.0
296233,-93.8,-45.0,-91.0,-69.0
296238,-94.0,-45.0,-91.0,-68.0
296250,-94.5,-45.0,-91.0,-67.0
296266,-95.0,-45.0,-91.0,-66.0
296272,-95.5,-45.0,-91.0,-65.66666666666667
296280,-96.0,-45.0,-91.0,-65.33333333333333
296283,-97.0,-45.0,-91.0,-65.0
296300,-98.0,-45.0,-91.0,-64.0
296320,-99.0,-45.0,-91.0,-64.0
296345,-99.0,-45.0,-91.0,-64.0
296362,-99.0,-46.0,-91.0,-64.0
296379,-99.0,-48.0,-91.0,-64.0
296395,-99.0,-49.0,-91.0,-64.0
296412,-99.0,-50.0,-91.0,-64.0
296428,-99.0,-51.0,-91.0,-64.0
296435,-99.0,-51.5,-91.0,-64.0
296446,-99.0,-52.0,-90.0,-64.0
296470,-99.0,-53.0,-89.0,-64.0
296479,-99.0,-54.0,-88.66666666666667,-64.0
296495,-99.0,-55.0,-88.33333333333333,-64.0
296499,-99.0,-55.5,-88.0,-64.0
296512,-99.0,-56.0,-87.66666666666667,-63.5
296517,-99.0,-56.666666666666664,-87.33333333333333,-63.0
296521,-99.0,-57.333333333333336,-87.0,-62.666666666666664
296528,-99.0,-58.0,-87.0,-62.333333333333336
296533,-99.0,-58.5,-87.0,-62.0
296545,-99.0,-59.0,-87.0,-61.5
296550,-99.0,-59.0,-87.0,-61.0
296566,-99.0,-59.0,-87.0,-60.0
296583,-99.0,-59.0,-87.0,-58.0
296600,-99.0,-59.0,-87.0,-57.0
296617,-99.0,-59.0,-87.0,-56.0
296633,-99.0,-59.0,-87.0,-55.0
296650,-99.0,-59.0,-87.0,-54.0
296666,-99.0,-59.0,-87.0,-53.0
296683,-99.0,-59.0,-87.0,-52.0
296700,-99.0,-59.0,-87.0,-51.0
296716,-99.0,-59.0,-87.0,-50.0
296729,-99.0,-59.0,-87.0,-49.0
296733,-99.0,-59.5,-87.0,-48.0
296746,-99.0,-60.0,-87.0,-47.5
296750,-99.0,-61.0,-87.0,-47.0
296762,-99.0,-62.0,-87.0,-46.5
296766,-99.0,-62.5,-87.0,-46.0
296779,-99.0,-63.0,-87.0,-45.5
296783,-99.0,-63.5,-87.0,-45.0
296796,-99.0,-64.0,-87.0,-44.5
296800,-99.0,-64.5,-87.0,-44.0
296812,-99.0,-65.0,-87.0,-43.5
296816,-99.0,-65.5,-87.0,-43.0
296829,-99.0,-66.0,-87.0,-42.5
296833,-99.0,-66.5,-87.0,-42.0
296846,-99.0,-67.0,-87.0,-41.5
296850,-99.0,-67.5,-87.0,-41.0
296862,-99.0,-68.0,-87.0,-40.5
296866,-99.0,-68.5,-87.0,-40.0
296879,-99.0,-69.0,-87.0,-39.0
296883,-99.0,-69.5,-87.0,-38.0
296896,-99.0,-70.0,-87.0,-37.5
296900,-99.0,-71.0,-87.0,-37.0
296912,-99.0,-72.0,-87.0,-36.5
296916,-99.0,-72.5,-87.0,-36.0
296929,-99.0,-73.0,-87.0,-35.5
296934,-99.0,-73.5,-87.0,-35.0
296946,-99.0,-74.0,-87.0,-34.5
296950,-99.0,-74.5,-87.0,-34.0
296962,-99.0,-75.0,-87.0,-33.5
296967,-99.0,-75.5,-87.0,-33.0
296979,-99.0,-76.0,-87.0,-33.0
296996,-99.0,-77.0,-87.0,-33.0
297012,-99.0,-78.0,-87.0,-33.0
297029,-99.0,-79.0,-87.0,-33.0
297046,-99.0,-80.0,-87.0,-33.0
297063,-99.0,-82.0,-87.0,-33.0
297079,-99.0,-83.0,-87.0,-33.0
297096,-99.0,-84.0,-87.0,-33.0
297113,-99.0,-85.0,-87.0,-33.0
297129,-99.0,-86.0,-87.0,-33.0
297146,-99.0,-87.0,-87.0,-33.0
297163,-99.0,-88.0,-87.0,-33.0
297179,-99.0,-89.0,-87.0,-33.0
297413,-99.0,-89.0,-87.0,-33.0
297430,-99.0,-90.0,-87.0,-33.0
297446,-99.0,-91.0,-87.0,-33.0
297463,-99.0,-92.0,-87.0,-33.0
297480,-99.0,-94.0,-87.0,-33.0
297496,-99.0,-95.0,-87.0,-33.0
297500,-99.0,-95.5,-87.0,-33.0
297513,-99.0,-96.0,-87.0,-32.5
297517,-99.0,-96.0,-87.0,-32.0
297533,-99.0,-96.0,-87.0,-31.0
297550,-99.0,-96.0,-87.0,-30.0
297558,-99.0,-96.0,-87.0,-29.5
297566,-99.0,-96.0,-87.0,-29.0
297575,-99.0,-96.0,-87.0,-28.0
297583,-99.0,-96.0,-87.0,-27.0
297591,-99.0,-96.0,-87.0,-26.5
297600,-99.0,-96.0,-87.0,-26.0
297607,-99.0,-96.0,-87.0,-25.5
297616,-99.0,-96.0,-87.0,-25.0
297625,-99.0,-96.0,-87.0,-24.5
297633,-99.0,-96.0,-87.0,-24.0
297638,-99.0,-96.0,-87.0,-24.0
297641,-99.0,-96.0,-87.0,-24.0
297659,-99.0,-96.0,-87.0,-24.0
297675,-99.0,-96.0,-87.0,-24.0
297680,-99.0,-96.0,-87.0,-24.0
297691,-99.0,-96.5,-87.0,-24.0
297697,-99.0,-97.0,-87.0,-24.0
297704,-99.0,-97.33333333333333,-87.0,-24.0
297708,-99.0,-97.66666666666667,-87.0,-24.0
297713,-99.0,-98.0,-87.0,-24.0
297724,-99.0,-98.5,-87.0,-24.0
297730,-99.0,-99.0,-87.0,-24.0
297742,-99.0,-99.5,-87.0,-24.0
297747,-99.0,-100.0,-87.0,-24.0
297758,-99.0,-100.0,-87.0,-24.0
297776,-99.0,-100.0,-87.0,-24.0
297791,-99.0,-100.0,-87.0,-24.0
297797,-99.0,-100.0,-87.0,-24.0
297808,-99.0,-100.0,-87.0,-24.0
297816,-99.0,-100.0,-87.0,-24.0
297825,-99.0,-100.0,-87.0,-24.0
297843,-99.0,-100.0,-87.0,-24.0
297858,-99.0,-100.0,-87.0,-24.0
297866,-99.0,-100.0,-87.0,-24.0
297874,-99.0,-100.0,-87.0,-24.0
297877,-99.0,-100.0,-87.0,-24.0
297891,-99.0,-100.0,-87.0,-24.0
297909,-99.0,-100.0,-87.0,-24.0
297926,-99.0,-100.0,-87.0,-24.0
297941,-99.0,-100.0,-87.0,-24.0
297957,-99.0,-100.0,-87.0,-24.0
297976,-99.0,-100.0,-87.0,-24.0
297991,-99.0,-100.0,-87.0,-24.0
298365,-99.0,-100.0,-87.0,-24.0
298370,-99.0,-99.5,-87.0,-24.0
298381,-99.0,-99.0,-87.0,-24.0
298388,-99.0,-98.5,-87.0,-24.0
298397,-99.0,-98.0,-87.0,-24.0
298414,-99.0,-97.0,-87.0,-24.0
298420,-99.0,-96.66666666666667,-87.0,-24.0
298430,-99.0,-96.33333333333333,-87.0,-24.0
298431,-99.0,-96.0,-87.0,-24.0
298447,-99.0,-95.0,-87.0,-24.0
298463,-99.0,-94.5,-87.0,-24.0
298464,-99.0,-94.0,-87.0,-24.0
298481,-99.0,-93.0,-87.0,-24.0
298492,-99.0,-92.5,-87.0,-24.0
298498,-99.0,-92.0,-87.0,-24.0
298514,-99.0,-91.0,-87.0,-24.0
